"","species","meters","location","species.fb"
"19105","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19106","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19107","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19108","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19109","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19110","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19111","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19112","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19113","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19114","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19115","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19116","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19117","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19118","Holocentrus rufus",91.44,"Roatan","Holocentrus rufus"
"19119","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19120","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19121","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19122","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19123","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19124","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19125","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19126","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19127","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19128","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19129","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19130","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19131","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19132","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19133","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19134","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19135","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19136","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19137","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19138","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19139","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19140","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19141","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19142","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19143","Chromis insolata",91.44,"Roatan","Chromis insolata"
"19144","Holocentrus rufus",91.44,"Roatan","Holocentrus rufus"
"19145","Holocentrus rufus",91.44,"Roatan","Holocentrus rufus"
"19146","Holocentrus rufus",91.44,"Roatan","Holocentrus rufus"
"19147","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19148","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19149","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19150","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19151","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19152","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19153","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19154","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19155","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19156","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19157","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19158","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19159","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19160","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19161","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19162","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19163","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19164","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19165","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19166","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19167","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19168","Canthigaster rostrata",91.44,"Roatan","Canthigaster rostrata"
"19169","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19170","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19171","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19172","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19173","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19174","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19175","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19176","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19177","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19178","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19179","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19180","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19181","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19182","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19183","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19184","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19185","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19186","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19187","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19188","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19189","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19190","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19191","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19192","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19193","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19194","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19195","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19196","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19197","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19198","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19199","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19200","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19201","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19202","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19203","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19204","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19205","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19206","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19207","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19208","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19209","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19210","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19211","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19212","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19213","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19214","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19215","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19216","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19217","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19218","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19219","Canthigaster rostrata",85.344,"Roatan","Canthigaster rostrata"
"19220","Holocentrus rufus",85.344,"Roatan","Holocentrus rufus"
"19221","Holocentrus rufus",85.344,"Roatan","Holocentrus rufus"
"19222","Pterois volitans",79.248,"Roatan","Pterois volitans"
"19223","Pterois volitans",79.248,"Roatan","Pterois volitans"
"19224","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19225","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19226","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19227","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19228","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19229","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19230","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19231","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19232","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19233","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19234","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19235","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19236","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19237","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19238","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19239","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19240","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19241","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19242","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19243","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19244","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19245","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19246","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19247","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19248","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19249","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19250","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19251","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19252","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19253","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19254","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19255","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19256","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19257","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19258","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19259","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19260","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19261","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19262","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19263","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19264","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19265","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19266","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19267","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19268","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19269","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19270","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19271","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19272","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19273","Canthigaster rostrata",79.248,"Roatan","Canthigaster rostrata"
"19274","Haemulon flavolineatum",79.248,"Roatan","Haemulon flavolineatum"
"19275","Haemulon flavolineatum",79.248,"Roatan","Haemulon flavolineatum"
"19276","Vomerogobius flavus",73.152,"Roatan","Vomerogobius flavus"
"19277","Vomerogobius flavus",73.152,"Roatan","Vomerogobius flavus"
"19278","Canthidermis sufflamen",24.384,"Roatan","Canthidermis sufflamen"
"19279","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19280","Canthidermis sufflamen",24.384,"Roatan","Canthidermis sufflamen"
"19281","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19282","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19283","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19284","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19285","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19286","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19287","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19288","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19289","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19290","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19291","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19292","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19293","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19294","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19295","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19296","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19297","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19298","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19299","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19300","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19301","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19302","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19303","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19304","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19305","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19306","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19307","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19308","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19309","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19310","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19311","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19312","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19313","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19314","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19315","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19316","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19317","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19318","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19319","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19320","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19321","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19322","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19323","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19324","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19325","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19326","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19327","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19328","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19329","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19330","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19331","Holacanthus ciliaris",24.384,"Roatan","Holacanthus ciliaris"
"19332","Canthigaster jamestyleri",24.384,"Roatan","Canthigaster jamestyleri"
"19333","Canthigaster jamestyleri",24.384,"Roatan","Canthigaster jamestyleri"
"19334","Canthigaster jamestyleri",24.384,"Roatan","Canthigaster jamestyleri"
"19335","Canthigaster jamestyleri",24.384,"Roatan","Canthigaster jamestyleri"
"19336","Stegastes partitus",24.384,"Roatan","Stegastes partitus"
"19337","Stegastes partitus",24.384,"Roatan","Stegastes partitus"
"19338","Stegastes partitus",24.384,"Roatan","Stegastes partitus"
"19339","Stegastes partitus",24.384,"Roatan","Stegastes partitus"
"19340","Stegastes partitus",24.384,"Roatan","Stegastes partitus"
"19341","Chromis insolata",24.384,"Roatan","Chromis insolata"
"19342","Chaetodon capistratus",24.384,"Roatan","Chaetodon capistratus"
"19343","Chromis cyanea",24.384,"Roatan","Chromis cyanea"
"19344","Chromis cyanea",24.384,"Roatan","Chromis cyanea"
"19345","Chromis insolata",24.384,"Roatan","Chromis insolata"
"19346","Chromis insolata",24.384,"Roatan","Chromis insolata"
"19347","Chromis insolata",24.384,"Roatan","Chromis insolata"
"19348","Chromis insolata",24.384,"Roatan","Chromis insolata"
"19349","Chromis insolata",24.384,"Roatan","Chromis insolata"
"19350","Chromis insolata",24.384,"Roatan","Chromis insolata"
"19351","Chromis insolata",24.384,"Roatan","Chromis insolata"
"19352","Chromis insolata",24.384,"Roatan","Chromis insolata"
"19353","Chromis insolata",24.384,"Roatan","Chromis insolata"
"19354","Chromis insolata",24.384,"Roatan","Chromis insolata"
"19355","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19356","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19357","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19358","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19359","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19360","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19361","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19362","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19363","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19364","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19365","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19366","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19367","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19368","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19369","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19370","Acanthurus coeruleus",24.384,"Roatan","Acanthurus coeruleus"
"19371","Acanthurus coeruleus",24.384,"Roatan","Acanthurus coeruleus"
"19372","Chromis insolata",24.384,"Roatan","Chromis insolata"
"19373","Chromis insolata",24.384,"Roatan","Chromis insolata"
"19374","Chromis insolata",24.384,"Roatan","Chromis insolata"
"19375","Chromis insolata",24.384,"Roatan","Chromis insolata"
"19376","Chromis insolata",24.384,"Roatan","Chromis insolata"
"19377","Chromis insolata",24.384,"Roatan","Chromis insolata"
"19378","Chromis insolata",24.384,"Roatan","Chromis insolata"
"19379","Chromis insolata",24.384,"Roatan","Chromis insolata"
"19380","Chromis insolata",24.384,"Roatan","Chromis insolata"
"19381","Chromis insolata",24.384,"Roatan","Chromis insolata"
"19382","Chromis insolata",24.384,"Roatan","Chromis insolata"
"19383","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19384","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19385","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19386","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19387","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19388","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19389","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19390","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19391","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19392","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19393","Gramma loreto",24.384,"Roatan","Gramma loreto"
"19394","Halichoeres garnoti",24.384,"Roatan","Halichoeres garnoti"
"19395","Bodianus rufus",24.384,"Roatan","Bodianus rufus"
"19396","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19397","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19398","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19399","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19400","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19401","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19402","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19403","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19404","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19405","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19406","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19407","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19408","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19409","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19410","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19411","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19412","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19413","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19414","Chromis insolata",24.384,"Roatan","Chromis insolata"
"19415","Chromis insolata",24.384,"Roatan","Chromis insolata"
"19416","Chromis insolata",24.384,"Roatan","Chromis insolata"
"19417","Chromis cyanea",24.384,"Roatan","Chromis cyanea"
"19418","Carangoides ruber",24.384,"Roatan","Caranx ruber"
"19419","Abudefduf saxatilis",24.384,"Roatan","Abudefduf saxatilis"
"19420","Scarus taeniopterus",24.384,"Roatan","Scarus taeniopterus"
"19421","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19422","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19423","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19424","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19425","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19426","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19427","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19428","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19429","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19430","Canthigaster rostrata",24.384,"Roatan","Canthigaster rostrata"
"19431","Chromis insolata",24.384,"Roatan","Chromis insolata"
"19432","Scarus taeniopterus",24.384,"Roatan","Scarus taeniopterus"
"19433","Scarus taeniopterus",24.384,"Roatan","Scarus taeniopterus"
"19434","Stegastes partitus",24.384,"Roatan","Stegastes partitus"
"19435","Cephalopholis cruentata",24.384,"Roatan","Cephalopholis cruentata"
"19436","Chromis cyanea",24.384,"Roatan","Chromis cyanea"
"19437","Chromis cyanea",24.384,"Roatan","Chromis cyanea"
"19438","Chromis cyanea",24.384,"Roatan","Chromis cyanea"
"19439","Chromis cyanea",24.384,"Roatan","Chromis cyanea"
"19440","Chromis cyanea",24.384,"Roatan","Chromis cyanea"
"19441","Abudefduf saxatilis",24.384,"Roatan","Abudefduf saxatilis"
"19442","Thalassoma bifasciatum",24.384,"Roatan","Thalassoma bifasciatum"
"19443","Halichoeres garnoti",24.384,"Roatan","Halichoeres garnoti"
"19444","Halichoeres garnoti",24.384,"Roatan","Halichoeres garnoti"
"19445","Halichoeres garnoti",24.384,"Roatan","Halichoeres garnoti"
"19446","Scarus iseri",24.384,"Roatan","Scarus iseri"
"19447","Chromis cyanea",24.384,"Roatan","Chromis cyanea"
"19448","Chromis cyanea",24.384,"Roatan","Chromis cyanea"
"19449","Chromis cyanea",24.384,"Roatan","Chromis cyanea"
"19450","Chromis cyanea",24.384,"Roatan","Chromis cyanea"
"19451","Chromis cyanea",24.384,"Roatan","Chromis cyanea"
"19452","Chromis insolata",24.384,"Roatan","Chromis insolata"
"19453","Chaetodon striatus",24.384,"Roatan","Chaetodon striatus"
"19454","Chaetodon striatus",24.384,"Roatan","Chaetodon striatus"
"19455","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19456","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19457","Clepticus parrae",24.384,"Roatan","Clepticus parrae"
"19458","Sparisoma viride",24.384,"Roatan","Sparisoma viride"
"19459","Acanthurus coeruleus",18.288,"Roatan","Acanthurus coeruleus"
"19460","Scarus taeniopterus",18.288,"Roatan","Scarus taeniopterus"
"19461","Chromis cyanea",18.288,"Roatan","Chromis cyanea"
"19462","Chromis cyanea",18.288,"Roatan","Chromis cyanea"
"19463","Abudefduf saxatilis",18.288,"Roatan","Abudefduf saxatilis"
"19464","Chromis cyanea",18.288,"Roatan","Chromis cyanea"
"19465","Chromis cyanea",18.288,"Roatan","Chromis cyanea"
"19466","Chromis cyanea",18.288,"Roatan","Chromis cyanea"
"19467","Chromis cyanea",18.288,"Roatan","Chromis cyanea"
"19468","Chromis cyanea",18.288,"Roatan","Chromis cyanea"
"19469","Chromis cyanea",18.288,"Roatan","Chromis cyanea"
"19470","Canthidermis sufflamen",18.288,"Roatan","Canthidermis sufflamen"
"19471","Sparisoma viride",18.288,"Roatan","Sparisoma viride"
"19472","Sparisoma viride",18.288,"Roatan","Sparisoma viride"
"19473","Abudefduf saxatilis",18.288,"Roatan","Abudefduf saxatilis"
"19474","Clepticus parrae",18.288,"Roatan","Clepticus parrae"
"19475","Clepticus parrae",18.288,"Roatan","Clepticus parrae"
"19476","Clepticus parrae",18.288,"Roatan","Clepticus parrae"
"19477","Clepticus parrae",18.288,"Roatan","Clepticus parrae"
"19478","Clepticus parrae",18.288,"Roatan","Clepticus parrae"
"19479","Clepticus parrae",18.288,"Roatan","Clepticus parrae"
"19480","Clepticus parrae",18.288,"Roatan","Clepticus parrae"
"19481","Clepticus parrae",18.288,"Roatan","Clepticus parrae"
"19482","Clepticus parrae",18.288,"Roatan","Clepticus parrae"
"19483","Clepticus parrae",18.288,"Roatan","Clepticus parrae"
"19484","Clepticus parrae",18.288,"Roatan","Clepticus parrae"
"19485","Clepticus parrae",18.288,"Roatan","Clepticus parrae"
"19486","Clepticus parrae",18.288,"Roatan","Clepticus parrae"
"19487","Clepticus parrae",18.288,"Roatan","Clepticus parrae"
"19488","Clepticus parrae",18.288,"Roatan","Clepticus parrae"
"19489","Clepticus parrae",18.288,"Roatan","Clepticus parrae"
"19490","Clepticus parrae",18.288,"Roatan","Clepticus parrae"
"19491","Clepticus parrae",18.288,"Roatan","Clepticus parrae"
"19492","Clepticus parrae",18.288,"Roatan","Clepticus parrae"
"19493","Clepticus parrae",18.288,"Roatan","Clepticus parrae"
"19494","Stegastes partitus",18.288,"Roatan","Stegastes partitus"
"19495","Chromis cyanea",18.288,"Roatan","Chromis cyanea"
"19496","Sparisoma aurofrenatum",18.288,"Roatan","Sparisoma aurofrenatum"
"19497","Canthigaster rostrata",18.288,"Roatan","Canthigaster rostrata"
"19498","Canthigaster rostrata",18.288,"Roatan","Canthigaster rostrata"
"19499","Canthigaster rostrata",18.288,"Roatan","Canthigaster rostrata"
