"","species","dband","location","abundance","X","m","COEF","abu.corr"
"689","Flammeo marianus",100,"Roatan",8,63,"m",1.483333333,11.866666664
"690","Flammeo marianus",100,"St. Eustatius",19,121,"m",1.546301253,29.379723807
"691","Flammeo marianus",110,"Bonaire",1,2,"m",1.161185714,1.161185714
"692","Flammeo marianus",110,"Roatan",5,64,"m",1.934782609,9.673913045
"693","Flammeo marianus",110,"St. Eustatius",5,120,"m",1.300675371,6.503376855
"694","Flammeo marianus",120,"Roatan",3,65,"m",2.170731707,6.512195121
"695","Flammeo marianus",120,"St. Eustatius",2,119,"m",3.838426787,7.676853574
"696","Flammeo marianus",130,"Roatan",1,66,"m",2.542857143,2.542857143
"697","Flammeo marianus",130,"St. Eustatius",1,118,"m",3.42437174,3.42437174
"698","Flammeo marianus",140,"Roatan",1,67,"m",1.893617021,1.893617021
"699","Flammeo marianus",140,"St. Eustatius",1,117,"m",5.143874644,5.143874644
"700","Flammeo marianus",150,"St. Eustatius",1,116,"m",3.366899767,3.366899767
"701","Foetorepus agassizii",240,"Curacao",1,41,"m",2.350351807,2.350351807
"702","Foetorepus agassizii",250,"Curacao",2,42,"m",3.051927409,6.103854818
"703","Foetorepus agassizii",280,"Curacao",3,45,"m",3.295256757,9.885770271
"704","Foetorepus agassizii",300,"Curacao",1,47,"m",8.196605042,8.196605042
"705","Gastropsetta frontalis",210,"St. Eustatius",1,110,"m",2.498961938,2.498961938
"706","Gephyroberyx darwinii",160,"Curacao",1,33,"m",1.212877394,1.212877394
"707","Gephyroberyx darwinii",190,"Roatan",1,72,"m",1.934782609,1.934782609
"708","Gephyroberyx darwinii",220,"Roatan",2,75,"m",1.854166667,3.708333334
"709","Gephyroberyx darwinii",230,"Curacao",2,40,"m",1.644295347,3.288590694
"710","Gephyroberyx darwinii",240,"Roatan",1,77,"m",1.711538462,1.711538462
"711","Gephyroberyx darwinii",250,"Curacao",1,42,"m",3.051927409,3.051927409
"712","Gephyroberyx darwinii",250,"Roatan",1,78,"m",1.034883721,1.034883721
"713","Gephyroberyx darwinii",260,"Curacao",2,43,"m",2.855374707,5.710749414
"714","Gephyroberyx darwinii",260,"Roatan",3,79,"m",1.126582278,3.379746834
"715","Gephyroberyx darwinii",270,"Curacao",5,44,"m",3.382094313,16.910471565
"716","Gephyroberyx darwinii",280,"Curacao",1,45,"m",3.295256757,3.295256757
"717","Gephyroberyx darwinii",280,"Roatan",4,81,"m",2.022727273,8.090909092
"718","Gephyroberyx darwinii",410,"Roatan",1,91,"m",3.068965517,3.068965517
"719","Gephyroberyx darwinii",420,"Roatan",1,92,"m",3.178571429,3.178571429
"720","Gephyroberyx darwinii",430,"Roatan",1,93,"m",2.282051282,2.282051282
"721","Gephyroberyx darwinii",460,"Roatan",1,96,"m",5.933333333,5.933333333
"722","Gnatholepis thompsoni",40,"Roatan",11,57,"m",1.1125,12.2375
"723","Gnatholepis thompsoni",50,"Roatan",18,58,"m",1.390625,25.03125
"724","Gnatholepis thompsoni",60,"Roatan",8,59,"m",1.893617021,15.148936168
"725","Gnatholepis thompsoni",70,"Roatan",10,60,"m",2.656716418,26.56716418
"726","Gnatholepis thompsoni",80,"Bonaire",1,25,"m",1.181725224,1.181725224
"727","Gnatholepis thompsoni",80,"St. Eustatius",1,100,"m",3.768327681,3.768327681
"728","Gonioplectrus hispanus",100,"Curacao",1,27,"m",1.379236425,1.379236425
"729","Gonioplectrus hispanus",120,"Curacao",4,29,"m",1.127104229,4.508416916
"730","Gonioplectrus hispanus",130,"Curacao",9,30,"m",1.303308391,11.729775519
"731","Gonioplectrus hispanus",140,"Curacao",8,31,"m",1.365335946,10.922687568
"732","Gonioplectrus hispanus",150,"Bonaire",11,6,"m",1.188927353,13.078200883
"733","Gonioplectrus hispanus",150,"Curacao",13,32,"m",1.188927353,15.456055589
"734","Gonioplectrus hispanus",150,"St. Eustatius",1,116,"m",3.366899767,3.366899767
"735","Gonioplectrus hispanus",160,"Bonaire",2,7,"m",1.212877394,2.425754788
"736","Gonioplectrus hispanus",160,"Curacao",10,33,"m",1.212877394,12.12877394
"737","Gonioplectrus hispanus",170,"Curacao",5,34,"m",1.172632844,5.86316422
"738","Gonioplectrus hispanus",180,"Curacao",3,35,"m",1.724533239,5.173599717
"739","Gonioplectrus hispanus",200,"Curacao",2,37,"m",1.203301258,2.406602516
"740","Gonioplectrus hispanus",200,"Roatan",1,73,"m",1.369230769,1.369230769
"741","Gonioplectrus hispanus",220,"Curacao",1,39,"m",1.136560242,1.136560242
"742","Gramma linki",40,"Roatan",1,57,"m",1.1125,1.1125
"743","Gramma linki",70,"Roatan",9,60,"m",2.656716418,23.910447762
"744","Gramma linki",80,"Roatan",1,61,"m",2.472222222,2.472222222
"745","Gramma linki",80,"St. Eustatius",2,100,"m",3.768327681,7.536655362
"746","Gramma linki",90,"Roatan",5,62,"m",2.966666667,14.833333335
"747","Gramma linki",100,"Roatan",1,63,"m",1.483333333,1.483333333
"748","Gramma linki",100,"St. Eustatius",2,121,"m",1.546301253,3.092602506
"749","Gramma linki",110,"Roatan",1,64,"m",1.934782609,1.934782609
"750","Gramma linki",110,"St. Eustatius",2,120,"m",1.300675371,2.601350742
"751","Gramma loreto",10,"Roatan",32,54,"m",2.225,71.2
"752","Gramma loreto",20,"Roatan",36,55,"m",1.934782609,69.652173924
"753","Gramma loreto",30,"Roatan",13,56,"m",1.034883721,13.453488373
"754","Gramma loreto",40,"Bonaire",1,21,"m",1.139215137,1.139215137
"755","Gramma loreto",40,"Curacao",13,48,"m",1.139215137,14.809796781
"756","Gramma loreto",40,"Roatan",2,57,"m",1.1125,2.225
"757","Gramma loreto",50,"Curacao",7,49,"m",0.999995899,6.999971293
"758","Gramma loreto",50,"Roatan",5,58,"m",1.390625,6.953125
"759","Gramma loreto",60,"Curacao",7,50,"m",2.016114097,14.112798679
"760","Gramma melacara",20,"Roatan",4,55,"m",1.934782609,7.739130436
"761","Gramma melacara",30,"Roatan",42,56,"m",1.034883721,43.465116282
"762","Gramma melacara",40,"Roatan",136,57,"m",1.1125,151.3
"763","Gramma melacara",50,"Roatan",21,58,"m",1.390625,29.203125
"764","Gramma melacara",60,"Roatan",120,59,"m",1.893617021,227.23404252
"765","Gramma melacara",70,"Roatan",245,60,"m",2.656716418,650.89552241
"766","Gramma melacara",80,"Roatan",33,61,"m",2.472222222,81.583333326
"767","Gramma melacara",90,"Roatan",50,62,"m",2.966666667,148.33333335
"768","Gramma melacara",100,"Roatan",4,63,"m",1.483333333,5.933333332
"769","Gramma melacara",110,"Roatan",2,64,"m",1.934782609,3.869565218
"770","Gymnothorax funebris",50,"Bonaire",1,22,"m",0.999995899,0.999995899
"771","Gymnothorax moringa",120,"Bonaire",1,3,"m",1.127104229,1.127104229
"772","Gymnothorax moringa",150,"Bonaire",1,6,"m",1.188927353,1.188927353
"773","Gymnothorax ocellatus",60,"St. Eustatius",1,102,"m",6.826086957,6.826086957
"774","Gymnothorax ocellatus",130,"Bonaire",1,4,"m",1.303308391,1.303308391
"775","Gymnothorax ocellatus",140,"Bonaire",1,5,"m",1.365335946,1.365335946
"776","Gymnothorax ocellatus",170,"Bonaire",2,8,"m",1.172632844,2.345265688
"777","Gymnothorax ocellatus",180,"Bonaire",2,9,"m",1.724533239,3.449066478
"778","Gymnothorax ocellatus",190,"Bonaire",1,10,"m",1.643187332,1.643187332
"779","Haemulon bonariense",40,"Roatan",1,57,"m",1.1125,1.1125
"780","Haemulon chrysargyreum",110,"Bonaire",51,2,"m",1.161185714,59.220471414
"781","Haemulon chrysargyreum",140,"Bonaire",2,5,"m",1.365335946,2.730671892
"782","Haemulon flavolineatum",10,"Roatan",4,54,"m",2.225,8.9
"783","Haemulon flavolineatum",20,"Roatan",2,55,"m",1.934782609,3.869565218
"784","Haemulon flavolineatum",30,"Roatan",1,56,"m",1.034883721,1.034883721
"785","Haemulon flavolineatum",40,"Roatan",3,57,"m",1.1125,3.3375
"786","Haemulon flavolineatum",50,"Bonaire",2,22,"m",0.999995899,1.999991798
"787","Haemulon flavolineatum",50,"Curacao",2,49,"m",0.999995899,1.999991798
"788","Haemulon flavolineatum",50,"Roatan",3,58,"m",1.390625,4.171875
"789","Haemulon flavolineatum",60,"Bonaire",3,23,"m",2.016114097,6.048342291
"790","Haemulon flavolineatum",60,"Curacao",5,50,"m",2.016114097,10.080570485
"791","Haemulon flavolineatum",60,"Roatan",4,59,"m",1.893617021,7.574468084
"792","Haemulon flavolineatum",70,"Curacao",4,51,"m",2.085070543,8.340282172
"793","Haemulon flavolineatum",70,"Roatan",5,60,"m",2.656716418,13.28358209
"794","Haemulon flavolineatum",80,"Bonaire",1,25,"m",1.181725224,1.181725224
"795","Haemulon plumierii",10,"Roatan",1,54,"m",2.225,2.225
"796","Haemulon plumierii",30,"Roatan",1,56,"m",1.034883721,1.034883721
"797","Haemulon plumierii",40,"Roatan",3,57,"m",1.1125,3.3375
"798","Haemulon plumierii",60,"Roatan",2,59,"m",1.893617021,3.787234042
"799","Haemulon sciurus",20,"Roatan",1,55,"m",1.934782609,1.934782609
"800","Haemulon striatum",50,"Curacao",1,49,"m",0.999995899,0.999995899
"801","Haemulon striatum",60,"Bonaire",4,23,"m",2.016114097,8.064456388
"802","Haemulon striatum",60,"Curacao",2,50,"m",2.016114097,4.032228194
"803","Haemulon striatum",70,"Curacao",23,51,"m",2.085070543,47.956622489
"804","Haemulon striatum",70,"Roatan",1,60,"m",2.656716418,2.656716418
"805","Haemulon striatum",80,"Curacao",3,52,"m",1.181725224,3.545175672
"806","Haemulon striatum",80,"Roatan",1,61,"m",2.472222222,2.472222222
"807","Haemulon striatum",80,"St. Eustatius",4,100,"m",3.768327681,15.073310724
"808","Haemulon striatum",90,"Bonaire",40,26,"m",1.187769118,47.51076472
"809","Haemulon striatum",90,"Curacao",3,53,"m",1.187769118,3.563307354
"810","Haemulon striatum",90,"Roatan",165,62,"m",2.966666667,489.500000055
"811","Haemulon striatum",100,"Curacao",1,27,"m",1.379236425,1.379236425
"812","Haemulon striatum",100,"Roatan",2,63,"m",1.483333333,2.966666666
"813","Haemulon striatum",110,"Roatan",4,64,"m",1.934782609,7.739130436
"814","Haemulon striatum",120,"Bonaire",3,3,"m",1.127104229,3.381312687
"815","Haemulon striatum",120,"Roatan",30,65,"m",2.170731707,65.12195121
"816","Haemulon striatum",140,"Roatan",24,67,"m",1.893617021,45.446808504
"817","Haemulon striatum",150,"Roatan",2,68,"m",2.022727273,4.045454546
"818","Haemulon vittata",60,"Curacao",2,50,"m",2.016114097,4.032228194
"819","Haemulon vittata",100,"Curacao",15,27,"m",1.379236425,20.688546375
"820","Halichoeres bathyphilus",80,"Bonaire",20,25,"m",1.181725224,23.63450448
"821","Halichoeres bathyphilus",100,"St. Eustatius",1,121,"m",1.546301253,1.546301253
"822","Halichoeres bathyphilus",110,"Bonaire",2,2,"m",1.161185714,2.322371428
"823","Halichoeres garnoti",10,"Roatan",10,54,"m",2.225,22.25
"824","Halichoeres garnoti",20,"Roatan",23,55,"m",1.934782609,44.500000007
"825","Halichoeres garnoti",30,"Roatan",15,56,"m",1.034883721,15.523255815
"826","Halichoeres garnoti",40,"Bonaire",1,21,"m",1.139215137,1.139215137
"827","Halichoeres garnoti",40,"Roatan",35,57,"m",1.1125,38.9375
"828","Halichoeres garnoti",40,"St. Eustatius",26,104,"m",10.87650602,282.78915652
"829","Halichoeres garnoti",50,"Bonaire",9,22,"m",0.999995899,8.999963091
"830","Halichoeres garnoti",50,"Roatan",18,58,"m",1.390625,25.03125
"831","Halichoeres garnoti",50,"St. Eustatius",9,103,"m",15.20421053,136.83789477
"832","Halichoeres garnoti",60,"Bonaire",2,23,"m",2.016114097,4.032228194
"833","Halichoeres garnoti",60,"Roatan",38,59,"m",1.893617021,71.957446798
"834","Halichoeres garnoti",60,"St. Eustatius",1,102,"m",6.826086957,6.826086957
"835","Halichoeres garnoti",70,"Bonaire",1,24,"m",2.085070543,2.085070543
"836","Halichoeres garnoti",70,"Roatan",32,60,"m",2.656716418,85.014925376
"837","Halichoeres garnoti",70,"St. Eustatius",1,101,"m",5.971062422,5.971062422
"838","Halichoeres garnoti",80,"Roatan",10,61,"m",2.472222222,24.72222222
"839","Halichoeres garnoti",80,"St. Eustatius",9,100,"m",3.768327681,33.914949129
"840","Halichoeres garnoti",90,"Bonaire",1,26,"m",1.187769118,1.187769118
"841","Halichoeres garnoti",90,"Roatan",5,62,"m",2.966666667,14.833333335
"842","Halichoeres garnoti",90,"St. Eustatius",4,99,"m",1,4
"843","Halichoeres garnoti",110,"St. Eustatius",2,120,"m",1.300675371,2.601350742
"844","Halichoeres maculipinna",10,"Roatan",1,54,"m",2.225,2.225
"845","Halichoeres maculipinna",20,"Roatan",1,55,"m",1.934782609,1.934782609
"846","Halichoeres maculipinna",40,"Roatan",1,57,"m",1.1125,1.1125
"847","Halichoeres pictus",10,"Roatan",2,54,"m",2.225,4.45
"848","Halichoeres pictus",40,"Roatan",16,57,"m",1.1125,17.8
"849","Halichoeres pictus",50,"Roatan",1,58,"m",1.390625,1.390625
"850","Haptoclinus dropi",150,"Curacao",1,32,"m",1.188927353,1.188927353
"851","Haptoclinus dropi",160,"Curacao",1,33,"m",1.212877394,1.212877394
"852","Haptoclinus dropi",360,"Roatan",1,88,"m",8.090909091,8.090909091
"853","Hemanthias leptus",110,"Curacao",2,28,"m",1.161185714,2.322371428
"854","Hemanthias leptus",150,"Bonaire",3,6,"m",1.188927353,3.566782059
"855","Hemanthias leptus",180,"Bonaire",1,9,"m",1.724533239,1.724533239
"856","Heteropriacanthus cruentatus",160,"Roatan",2,69,"m",1.618181818,3.236363636
"857","Heteropriacanthus cruentatus",170,"Roatan",1,70,"m",1.022988506,1.022988506
"858","Holacanthus ciliaris",10,"Roatan",4,54,"m",2.225,8.9
"859","Holacanthus ciliaris",20,"Roatan",2,55,"m",1.934782609,3.869565218
"860","Holacanthus ciliaris",30,"Roatan",7,56,"m",1.034883721,7.244186047
"861","Holacanthus ciliaris",50,"Roatan",1,58,"m",1.390625,1.390625
"862","Holacanthus ciliaris",60,"Roatan",1,59,"m",1.893617021,1.893617021
"863","Holacanthus ciliaris",70,"Roatan",3,60,"m",2.656716418,7.970149254
"864","Holacanthus ciliaris",80,"Bonaire",1,25,"m",1.181725224,1.181725224
"865","Holacanthus ciliaris",80,"Roatan",1,61,"m",2.472222222,2.472222222
"866","Holacanthus ciliaris",90,"Roatan",5,62,"m",2.966666667,14.833333335
"867","Holacanthus ciliaris",110,"St. Eustatius",1,120,"m",1.300675371,1.300675371
"868","Holacanthus ciliaris",120,"St. Eustatius",2,119,"m",3.838426787,7.676853574
"869","Holacanthus tricolor",30,"Roatan",2,56,"m",1.034883721,2.069767442
"870","Holacanthus tricolor",40,"Roatan",2,57,"m",1.1125,2.225
"871","Holacanthus tricolor",40,"St. Eustatius",1,104,"m",10.87650602,10.87650602
"872","Holacanthus tricolor",50,"Roatan",5,58,"m",1.390625,6.953125
"873","Holacanthus tricolor",50,"St. Eustatius",7,103,"m",15.20421053,106.42947371
"874","Holacanthus tricolor",60,"Roatan",2,59,"m",1.893617021,3.787234042
"875","Holacanthus tricolor",70,"Roatan",1,60,"m",2.656716418,2.656716418
"876","Holacanthus tricolor",80,"St. Eustatius",2,100,"m",3.768327681,7.536655362
"877","Holacanthus tricolor",100,"St. Eustatius",1,121,"m",1.546301253,1.546301253
"878","Holacanthus tricolor",110,"St. Eustatius",1,120,"m",1.300675371,1.300675371
"879","Holacanthus tricolor",140,"St. Eustatius",1,117,"m",5.143874644,5.143874644
"880","Hollardia hollardi",400,"Roatan",1,90,"m",3.708333333,3.708333333
"881","Hollardia hollardi",410,"Roatan",1,91,"m",3.068965517,3.068965517
"882","Hollardia hollardi",430,"Roatan",2,93,"m",2.282051282,4.564102564
"883","Hollardia hollardi",470,"Roatan",1,97,"m",5.933333333,5.933333333
"884","Hollardia hollardi",480,"Roatan",2,98,"m",5.933333333,11.866666666
"885","Holocentrus adscensionis",50,"Bonaire",1,22,"m",0.999995899,0.999995899
"886","Holocentrus adscensionis",50,"St. Eustatius",13,103,"m",15.20421053,197.65473689
"887","Holocentrus adscensionis",80,"St. Eustatius",4,100,"m",3.768327681,15.073310724
"888","Holocentrus adscensionis",90,"Bonaire",3,26,"m",1.187769118,3.563307354
"889","Holocentrus adscensionis",90,"St. Eustatius",4,99,"m",1,4
"890","Holocentrus adscensionis",100,"St. Eustatius",2,121,"m",1.546301253,3.092602506
"891","Holocentrus adscensionis",120,"Bonaire",2,3,"m",1.127104229,2.254208458
"892","Holocentrus adscensionis",120,"St. Eustatius",2,119,"m",3.838426787,7.676853574
"893","Holocentrus adscensionis",130,"St. Eustatius",2,118,"m",3.42437174,6.84874348
"894","Holocentrus adscensionis",140,"St. Eustatius",5,117,"m",5.143874644,25.71937322
"895","Holocentrus adscensionis",150,"St. Eustatius",2,116,"m",3.366899767,6.733799534
"896","Holocentrus rufus",40,"Roatan",2,57,"m",1.1125,2.225
"897","Holocentrus rufus",40,"St. Eustatius",4,104,"m",10.87650602,43.50602408
"898","Holocentrus rufus",50,"Roatan",1,58,"m",1.390625,1.390625
"899","Holocentrus rufus",50,"St. Eustatius",1,103,"m",15.20421053,15.20421053
"900","Holocentrus rufus",60,"Roatan",3,59,"m",1.893617021,5.680851063
"901","Holocentrus rufus",60,"St. Eustatius",1,102,"m",6.826086957,6.826086957
"902","Holocentrus rufus",70,"Roatan",8,60,"m",2.656716418,21.253731344
"903","Holocentrus rufus",70,"St. Eustatius",2,101,"m",5.971062422,11.942124844
"904","Holocentrus rufus",80,"Roatan",9,61,"m",2.472222222,22.249999998
"905","Holocentrus rufus",80,"St. Eustatius",2,100,"m",3.768327681,7.536655362
"906","Holocentrus rufus",90,"Roatan",18,62,"m",2.966666667,53.400000006
"907","Holocentrus rufus",90,"St. Eustatius",3,99,"m",1,3
"908","Holocentrus rufus",100,"Roatan",2,63,"m",1.483333333,2.966666666
"909","Holocentrus rufus",100,"St. Eustatius",4,121,"m",1.546301253,6.185205012
"910","Holocentrus rufus",110,"Roatan",1,64,"m",1.934782609,1.934782609
"911","Holocentrus rufus",110,"St. Eustatius",5,120,"m",1.300675371,6.503376855
"912","Holocentrus rufus",120,"Roatan",1,65,"m",2.170731707,2.170731707
"913","Holocentrus rufus",140,"Roatan",1,67,"m",1.893617021,1.893617021
"914","Hypoplectrus chlorurus",50,"Bonaire",3,22,"m",0.999995899,2.999987697
"915","Hypoplectrus indigo",10,"Roatan",3,54,"m",2.225,6.675
"916","Hypoplectrus indigo",50,"St. Eustatius",1,103,"m",15.20421053,15.20421053
"917","Hypoplectrus nigricans",10,"Roatan",2,54,"m",2.225,4.45
"918","Hypoplectrus nigricans",20,"Roatan",1,55,"m",1.934782609,1.934782609
"919","Hypoplectrus nigricans",60,"Roatan",2,59,"m",1.893617021,3.787234042
"920","Hypoplectrus puella",20,"Roatan",1,55,"m",1.934782609,1.934782609
"921","Hypoplectrus puella",30,"Roatan",1,56,"m",1.034883721,1.034883721
"922","Hypoplectrus puella",40,"St. Eustatius",1,104,"m",10.87650602,10.87650602
"923","Hyporthodus niveatus",170,"Bonaire",1,8,"m",1.172632844,1.172632844
"924","Jeboehlkia gladifer",120,"Curacao",1,29,"m",1.127104229,1.127104229
"925","Jeboehlkia gladifer",150,"Bonaire",1,6,"m",1.188927353,1.188927353
"926","Jeboehlkia gladifer",160,"Bonaire",2,7,"m",1.212877394,2.425754788
"927","Jeboehlkia gladifer",170,"Bonaire",1,8,"m",1.172632844,1.172632844
"928","Jeboehlkia gladifer",170,"Curacao",9,34,"m",1.172632844,10.553695596
"929","Jeboehlkia gladifer",170,"Roatan",2,70,"m",1.022988506,2.045977012
"930","Jeboehlkia gladifer",180,"Bonaire",1,9,"m",1.724533239,1.724533239
"931","Jeboehlkia gladifer",180,"Curacao",4,35,"m",1.724533239,6.898132956
"932","Jeboehlkia gladifer",190,"Curacao",7,36,"m",1.643187332,11.502311324
"933","Jeboehlkia gladifer",200,"Curacao",3,37,"m",1.203301258,3.609903774
"934","Jeboehlkia gladifer",210,"Curacao",5,38,"m",1.454078712,7.27039356
"935","Jeboehlkia gladifer",220,"Curacao",3,39,"m",1.136560242,3.409680726
"936","Jeboehlkia gladifer",230,"Curacao",8,40,"m",1.644295347,13.154362776
"937","Jeboehlkia gladifer",240,"Curacao",4,41,"m",2.350351807,9.401407228
"938","Jeboehlkia gladifer",250,"Curacao",5,42,"m",3.051927409,15.259637045
"939","Jeboehlkia gladifer",250,"Roatan",1,78,"m",1.034883721,1.034883721
"940","Jeboehlkia gladifer",260,"Curacao",2,43,"m",2.855374707,5.710749414
"941","Jeboehlkia gladifer",270,"Curacao",2,44,"m",3.382094313,6.764188626
"942","Jeboehlkia gladifer",280,"Curacao",1,45,"m",3.295256757,3.295256757
"943","Jeboehlkia gladifer",280,"Roatan",2,81,"m",2.022727273,4.045454546
"944","Jeboehlkia gladifer",290,"Roatan",3,82,"m",1.308823529,3.926470587
"945","Jeboehlkia gladifer",300,"Curacao",1,47,"m",8.196605042,8.196605042
"946","Jeboehlkia gladifer",360,"Roatan",1,88,"m",8.090909091,8.090909091
"947","Jeboehlkia gladifer",390,"Roatan",2,89,"m",8.090909091,16.181818182
"948","Lachnolaimus maximus",50,"Roatan",1,58,"m",1.390625,1.390625
"949","Lactophrys trigonus",60,"Roatan",1,59,"m",1.893617021,1.893617021
"950","Lactophrys triqueter",10,"Roatan",1,54,"m",2.225,2.225
"951","Lactophrys triqueter",70,"Bonaire",2,24,"m",2.085070543,4.170141086
"952","Liopropoma aberrans",90,"Curacao",2,53,"m",1.187769118,2.375538236
"953","Liopropoma aberrans",110,"Curacao",7,28,"m",1.161185714,8.128299998
"954","Liopropoma aberrans",110,"Roatan",1,64,"m",1.934782609,1.934782609
"955","Liopropoma aberrans",120,"Bonaire",1,3,"m",1.127104229,1.127104229
"956","Liopropoma aberrans",120,"Curacao",7,29,"m",1.127104229,7.889729603
"957","Liopropoma aberrans",120,"Roatan",2,65,"m",2.170731707,4.341463414
"958","Liopropoma aberrans",130,"Curacao",4,30,"m",1.303308391,5.213233564
"959","Liopropoma aberrans",130,"Roatan",2,66,"m",2.542857143,5.085714286
"960","Liopropoma aberrans",140,"Curacao",4,31,"m",1.365335946,5.461343784
"961","Liopropoma aberrans",140,"Roatan",2,67,"m",1.893617021,3.787234042
"962","Liopropoma aberrans",150,"Curacao",8,32,"m",1.188927353,9.511418824
"963","Liopropoma aberrans",150,"Roatan",11,68,"m",2.022727273,22.250000003
"964","Liopropoma aberrans",160,"Bonaire",1,7,"m",1.212877394,1.212877394
"965","Liopropoma aberrans",160,"Curacao",1,33,"m",1.212877394,1.212877394
"966","Liopropoma aberrans",160,"Roatan",1,69,"m",1.618181818,1.618181818
"967","Liopropoma aberrans",170,"Curacao",4,34,"m",1.172632844,4.690531376
"968","Liopropoma aberrans",170,"Roatan",4,70,"m",1.022988506,4.091954024
"969","Liopropoma aberrans",180,"Roatan",1,71,"m",2.870967742,2.870967742
"970","Liopropoma aberrans",190,"Roatan",1,72,"m",1.934782609,1.934782609
"971","Liopropoma aberrans",240,"Curacao",1,41,"m",2.350351807,2.350351807
"972","Liopropoma carmabi",70,"Bonaire",1,24,"m",2.085070543,2.085070543
"973","Liopropoma carmabi",70,"St. Eustatius",1,101,"m",5.971062422,5.971062422
"974","Liopropoma carmabi",80,"Bonaire",2,25,"m",1.181725224,2.363450448
"975","Liopropoma carmabi",160,"St. Eustatius",1,115,"m",4.342754059,4.342754059
"976","Liopropoma mowbrayi",40,"Roatan",6,57,"m",1.1125,6.675
"977","Liopropoma mowbrayi",50,"Curacao",1,49,"m",0.999995899,0.999995899
"978","Liopropoma mowbrayi",50,"Roatan",1,58,"m",1.390625,1.390625
"979","Liopropoma mowbrayi",60,"Curacao",3,50,"m",2.016114097,6.048342291
"980","Liopropoma mowbrayi",60,"Roatan",7,59,"m",1.893617021,13.255319147
"981","Liopropoma mowbrayi",70,"Curacao",7,51,"m",2.085070543,14.595493801
"982","Liopropoma mowbrayi",70,"Roatan",21,60,"m",2.656716418,55.791044778
"983","Liopropoma mowbrayi",70,"St. Eustatius",1,101,"m",5.971062422,5.971062422
"984","Liopropoma mowbrayi",80,"Bonaire",5,25,"m",1.181725224,5.90862612
"985","Liopropoma mowbrayi",80,"Curacao",13,52,"m",1.181725224,15.362427912
"986","Liopropoma mowbrayi",80,"Roatan",3,61,"m",2.472222222,7.416666666
"987","Liopropoma mowbrayi",80,"St. Eustatius",1,100,"m",3.768327681,3.768327681
"988","Liopropoma mowbrayi",90,"Bonaire",1,26,"m",1.187769118,1.187769118
"989","Liopropoma mowbrayi",90,"Curacao",24,53,"m",1.187769118,28.506458832
"990","Liopropoma mowbrayi",90,"Roatan",30,62,"m",2.966666667,89.00000001
"991","Liopropoma mowbrayi",90,"St. Eustatius",1,99,"m",1,1
"992","Liopropoma mowbrayi",100,"Curacao",31,27,"m",1.379236425,42.756329175
"993","Liopropoma mowbrayi",100,"Roatan",10,63,"m",1.483333333,14.83333333
"994","Liopropoma mowbrayi",100,"St. Eustatius",11,121,"m",1.546301253,17.009313783
"995","Liopropoma mowbrayi",110,"Curacao",27,28,"m",1.161185714,31.352014278
"996","Liopropoma mowbrayi",110,"Roatan",13,64,"m",1.934782609,25.152173917
"997","Liopropoma mowbrayi",110,"St. Eustatius",15,120,"m",1.300675371,19.510130565
"998","Liopropoma mowbrayi",120,"Curacao",3,29,"m",1.127104229,3.381312687
"999","Liopropoma mowbrayi",120,"Roatan",12,65,"m",2.170731707,26.048780484
"1000","Liopropoma mowbrayi",120,"St. Eustatius",8,119,"m",3.838426787,30.707414296
"1001","Liopropoma mowbrayi",130,"Curacao",2,30,"m",1.303308391,2.606616782
"1002","Liopropoma mowbrayi",130,"Roatan",7,66,"m",2.542857143,17.800000001
"1003","Liopropoma mowbrayi",130,"St. Eustatius",4,118,"m",3.42437174,13.69748696
"1004","Liopropoma mowbrayi",140,"Roatan",1,67,"m",1.893617021,1.893617021
"1005","Liopropoma mowbrayi",140,"St. Eustatius",4,117,"m",5.143874644,20.575498576
"1006","Liopropoma mowbrayi",150,"Roatan",1,68,"m",2.022727273,2.022727273
"1007","Liopropoma olneyi",110,"Bonaire",3,2,"m",1.161185714,3.483557142
"1008","Liopropoma olneyi",110,"Curacao",6,28,"m",1.161185714,6.967114284
"1009","Liopropoma olneyi",120,"Bonaire",4,3,"m",1.127104229,4.508416916
"1010","Liopropoma olneyi",120,"Curacao",13,29,"m",1.127104229,14.652354977
"1011","Liopropoma olneyi",130,"Bonaire",4,4,"m",1.303308391,5.213233564
"1012","Liopropoma olneyi",130,"Curacao",8,30,"m",1.303308391,10.426467128
"1013","Liopropoma olneyi",140,"Bonaire",9,5,"m",1.365335946,12.288023514
"1014","Liopropoma olneyi",140,"Curacao",7,31,"m",1.365335946,9.557351622
"1015","Liopropoma olneyi",140,"St. Eustatius",1,117,"m",5.143874644,5.143874644
"1016","Liopropoma olneyi",150,"Bonaire",13,6,"m",1.188927353,15.456055589
"1017","Liopropoma olneyi",150,"Curacao",12,32,"m",1.188927353,14.267128236
"1018","Liopropoma olneyi",150,"St. Eustatius",4,116,"m",3.366899767,13.467599068
"1019","Liopropoma olneyi",160,"Bonaire",2,7,"m",1.212877394,2.425754788
"1020","Liopropoma olneyi",160,"Curacao",7,33,"m",1.212877394,8.490141758
"1021","Liopropoma olneyi",160,"St. Eustatius",7,115,"m",4.342754059,30.399278413
"1022","Liopropoma olneyi",170,"Curacao",5,34,"m",1.172632844,5.86316422
"1023","Liopropoma olneyi",170,"Roatan",1,70,"m",1.022988506,1.022988506
