,species,dband,location,abundance,m,COEF,abu.corr,species.fb
609,Decodon puellaris,230,Curacao,1,m,1.644295347,1.644295347,Decodon puellaris
610,Decodon puellaris,230,St. Eustatius,4,m,2.26572549,9.06290196,Decodon puellaris
611,Decodon shallow,80,Bonaire,2,m,1.181725224,2.363450448,Decodon puellaris
612,Decodon shallow,90,Bonaire,9,m,1.187769118,10.68992206,Decodon puellaris
613,Decodon shallow,90,Curacao,1,m,1.187769118,1.187769118,Decodon puellaris
614,Decodon shallow,90,St. Eustatius,1,m,1,1,Decodon puellaris
615,Decodon shallow,100,Curacao,1,m,1.379236425,1.379236425,Decodon puellaris
616,Decodon shallow,100,St. Eustatius,8,m,1.546301253,12.37041002,Decodon puellaris
617,Decodon shallow,110,Bonaire,2,m,1.161185714,2.322371428,Decodon puellaris
618,Decodon shallow,110,St. Eustatius,6,m,1.300675371,7.804052226,Decodon puellaris
619,Decodon shallow,120,Bonaire,5,m,1.127104229,5.635521145,Decodon puellaris
620,Decodon shallow,120,Curacao,2,m,1.127104229,2.254208458,Decodon puellaris
621,Decodon shallow,120,St. Eustatius,1,m,3.838426787,3.838426787,Decodon puellaris
622,Decodon shallow,130,Bonaire,2,m,1.303308391,2.606616782,Decodon puellaris
623,Decodon shallow,130,Curacao,2,m,1.303308391,2.606616782,Decodon puellaris
624,Decodon shallow,130,St. Eustatius,5,m,3.42437174,17.1218587,Decodon puellaris
625,Decodon shallow,140,Bonaire,8,m,1.365335946,10.92268757,Decodon puellaris
626,Decodon shallow,140,St. Eustatius,2,m,5.143874644,10.28774929,Decodon puellaris
627,Decodon shallow,150,Bonaire,2,m,1.188927353,2.377854706,Decodon puellaris
628,Decodon shallow,150,Curacao,1,m,1.188927353,1.188927353,Decodon puellaris
629,Decodon shallow,150,St. Eustatius,4,m,3.366899767,13.46759907,Decodon puellaris
630,Decodon shallow,160,Bonaire,1,m,1.212877394,1.212877394,Decodon puellaris
631,Decodon shallow,180,Curacao,1,m,1.724533239,1.724533239,Decodon puellaris
632,Derilissus lombardii,100,St. Eustatius,3,m,1.546301253,4.638903759,Derilissus lombardii
633,Derilissus lombardii,110,St. Eustatius,4,m,1.300675371,5.202701484,Derilissus lombardii
634,Derilissus lombardii,120,St. Eustatius,5,m,3.838426787,19.19213394,Derilissus lombardii
635,Derilissus lombardii,150,St. Eustatius,1,m,3.366899767,3.366899767,Derilissus lombardii
636,Derilissus lombardii,170,St. Eustatius,1,m,3.76734481,3.76734481,Derilissus lombardii
637,Elacatinus chancei,80,Roatan,1,m,2.472222222,2.472222222,Elacatinus chancei
638,Elacatinus chancei,110,St. Eustatius,1,m,1.300675371,1.300675371,Elacatinus chancei
639,Elacatinus lobeli,10,Roatan,1,m,2.225,2.225,Elacatinus lobeli
640,Epigonidae,260,Roatan,8,m,1.126582278,9.012658224,Epigonus denticulatus
641,Epigonidae,270,Roatan,4,m,1,4,Epigonus denticulatus
642,Epigonidae,280,Roatan,6,m,2.022727273,12.13636364,Epigonus denticulatus
643,Epigonidae,290,Roatan,18,m,1.308823529,23.55882352,Epigonus denticulatus
644,Epigonidae,300,Roatan,93,m,2.617647059,243.4411765,Epigonus denticulatus
645,Epigonidae,330,Roatan,11,m,8.090909091,89,Epigonus denticulatus
646,Epigonidae,350,Roatan,1,m,8.090909091,8.090909091,Epigonus denticulatus
647,Epigonidae,400,Roatan,1,m,3.708333333,3.708333333,Epigonus denticulatus
648,Epigonidae,430,Roatan,2,m,2.282051282,4.564102564,Epigonus denticulatus
649,Epigonidae,440,Roatan,1,m,3.296296296,3.296296296,Epigonus denticulatus
650,Epigonidae,450,Roatan,2,m,5.933333333,11.86666667,Epigonus denticulatus
651,Epigonidae,470,Roatan,1,m,5.933333333,5.933333333,Epigonus denticulatus
652,Epigonidae,480,Roatan,6,m,5.933333333,35.6,Epigonus denticulatus
653,Epinephalus striatus,60,Roatan,1,m,1.893617021,1.893617021,Epinephelus striatus
654,Epinephelus adscensionis,40,St. Eustatius,1,m,10.87650602,10.87650602,Epinephelus adscensionis
655,Epinephelus adscensionis,80,St. Eustatius,1,m,3.768327681,3.768327681,Epinephelus adscensionis
656,Epinephelus adscensionis,110,St. Eustatius,2,m,1.300675371,2.601350742,Epinephelus adscensionis
657,Epinephelus adscensionis,150,St. Eustatius,1,m,3.366899767,3.366899767,Epinephelus adscensionis
658,Epinephelus guttatus,50,St. Eustatius,1,m,15.20421053,15.20421053,Epinephelus guttatus
659,Epinephelus guttatus,60,St. Eustatius,1,m,6.826086957,6.826086957,Epinephelus guttatus
660,Epinephelus guttatus,100,St. Eustatius,2,m,1.546301253,3.092602506,Epinephelus guttatus
661,Equetus lanceolatus,90,Bonaire,2,m,1.187769118,2.375538236,Equetus lanceolatus
662,Equetus lanceolatus,110,Bonaire,5,m,1.161185714,5.80592857,Equetus lanceolatus
663,Equetus lanceolatus,120,Bonaire,4,m,1.127104229,4.508416916,Equetus lanceolatus
664,Equetus lanceolatus,130,Bonaire,3,m,1.303308391,3.909925173,Equetus lanceolatus
665,Equetus lanceolatus,140,Bonaire,1,m,1.365335946,1.365335946,Equetus lanceolatus
666,Equetus lanceolatus,150,Bonaire,1,m,1.188927353,1.188927353,Equetus lanceolatus
667,Equetus lanceolatus,150,St. Eustatius,1,m,3.366899767,3.366899767,Equetus lanceolatus
668,Etelis oculatus,240,Roatan,1,m,1.711538462,1.711538462,Etelis oculatus
669,Etelis oculatus,250,Roatan,2,m,1.034883721,2.069767442,Etelis oculatus
670,Etelis oculatus,290,Roatan,1,m,1.308823529,1.308823529,Etelis oculatus
671,Fistularia sp.,120,St. Eustatius,1,m,3.838426787,3.838426787,Fistularia commersonii
672,Fistularia sp.,170,Bonaire,1,m,1.172632844,1.172632844,Fistularia commersonii
673,Flammeo marianus,40,Roatan,10,m,1.1125,11.125,Neoniphon marianus
674,Flammeo marianus,50,Curacao,5,m,0.999995899,4.999979495,Neoniphon marianus
675,Flammeo marianus,50,Roatan,7,m,1.390625,9.734375,Neoniphon marianus
676,Flammeo marianus,60,Bonaire,1,m,2.016114097,2.016114097,Neoniphon marianus
677,Flammeo marianus,60,Curacao,10,m,2.016114097,20.16114097,Neoniphon marianus
678,Flammeo marianus,60,Roatan,18,m,1.893617021,34.08510638,Neoniphon marianus
679,Flammeo marianus,70,Curacao,2,m,2.085070543,4.170141086,Neoniphon marianus
680,Flammeo marianus,70,Roatan,18,m,2.656716418,47.82089552,Neoniphon marianus
681,Flammeo marianus,80,Bonaire,1,m,1.181725224,1.181725224,Neoniphon marianus
682,Flammeo marianus,80,Curacao,17,m,1.181725224,20.08932881,Neoniphon marianus
683,Flammeo marianus,80,Roatan,18,m,2.472222222,44.5,Neoniphon marianus
684,Flammeo marianus,80,St. Eustatius,1,m,3.768327681,3.768327681,Neoniphon marianus
685,Flammeo marianus,90,Bonaire,1,m,1.187769118,1.187769118,Neoniphon marianus
686,Flammeo marianus,90,Curacao,2,m,1.187769118,2.375538236,Neoniphon marianus
687,Flammeo marianus,90,Roatan,29,m,2.966666667,86.03333334,Neoniphon marianus
688,Flammeo marianus,100,Curacao,1,m,1.379236425,1.379236425,Neoniphon marianus
689,Flammeo marianus,100,Roatan,8,m,1.483333333,11.86666666,Neoniphon marianus
690,Flammeo marianus,100,St. Eustatius,19,m,1.546301253,29.37972381,Neoniphon marianus
691,Flammeo marianus,110,Bonaire,1,m,1.161185714,1.161185714,Neoniphon marianus
692,Flammeo marianus,110,Roatan,5,m,1.934782609,9.673913045,Neoniphon marianus
693,Flammeo marianus,110,St. Eustatius,5,m,1.300675371,6.503376855,Neoniphon marianus
694,Flammeo marianus,120,Roatan,3,m,2.170731707,6.512195121,Neoniphon marianus
695,Flammeo marianus,120,St. Eustatius,2,m,3.838426787,7.676853574,Neoniphon marianus
696,Flammeo marianus,130,Roatan,1,m,2.542857143,2.542857143,Neoniphon marianus
697,Flammeo marianus,130,St. Eustatius,1,m,3.42437174,3.42437174,Neoniphon marianus
698,Flammeo marianus,140,Roatan,1,m,1.893617021,1.893617021,Neoniphon marianus
699,Flammeo marianus,140,St. Eustatius,1,m,5.143874644,5.143874644,Neoniphon marianus
700,Flammeo marianus,150,St. Eustatius,1,m,3.366899767,3.366899767,Neoniphon marianus
701,Foetorepus agassizii,240,Curacao,1,m,2.350351807,2.350351807,Foetorepus agassizii
702,Foetorepus agassizii,250,Curacao,2,m,3.051927409,6.103854818,Foetorepus agassizii
703,Foetorepus agassizii,280,Curacao,3,m,3.295256757,9.885770271,Foetorepus agassizii
704,Foetorepus agassizii,300,Curacao,1,m,8.196605042,8.196605042,Foetorepus agassizii
705,Gastropsetta frontalis,210,St. Eustatius,1,m,2.498961938,2.498961938,Gastropsetta frontalis
706,Gephyroberyx darwinii,160,Curacao,1,m,1.212877394,1.212877394,Gephyroberyx darwinii
707,Gephyroberyx darwinii,190,Roatan,1,m,1.934782609,1.934782609,Gephyroberyx darwinii
708,Gephyroberyx darwinii,220,Roatan,2,m,1.854166667,3.708333334,Gephyroberyx darwinii
709,Gephyroberyx darwinii,230,Curacao,2,m,1.644295347,3.288590694,Gephyroberyx darwinii
710,Gephyroberyx darwinii,240,Roatan,1,m,1.711538462,1.711538462,Gephyroberyx darwinii
711,Gephyroberyx darwinii,250,Curacao,1,m,3.051927409,3.051927409,Gephyroberyx darwinii
712,Gephyroberyx darwinii,250,Roatan,1,m,1.034883721,1.034883721,Gephyroberyx darwinii
713,Gephyroberyx darwinii,260,Curacao,2,m,2.855374707,5.710749414,Gephyroberyx darwinii
714,Gephyroberyx darwinii,260,Roatan,3,m,1.126582278,3.379746834,Gephyroberyx darwinii
715,Gephyroberyx darwinii,270,Curacao,5,m,3.382094313,16.91047157,Gephyroberyx darwinii
716,Gephyroberyx darwinii,280,Curacao,1,m,3.295256757,3.295256757,Gephyroberyx darwinii
717,Gephyroberyx darwinii,280,Roatan,4,m,2.022727273,8.090909092,Gephyroberyx darwinii
718,Gephyroberyx darwinii,410,Roatan,1,m,3.068965517,3.068965517,Gephyroberyx darwinii
719,Gephyroberyx darwinii,420,Roatan,1,m,3.178571429,3.178571429,Gephyroberyx darwinii
720,Gephyroberyx darwinii,430,Roatan,1,m,2.282051282,2.282051282,Gephyroberyx darwinii
721,Gephyroberyx darwinii,460,Roatan,1,m,5.933333333,5.933333333,Gephyroberyx darwinii
722,Gnatholepis thompsoni,40,Roatan,11,m,1.1125,12.2375,Gnatholepis thompsoni
723,Gnatholepis thompsoni,50,Roatan,18,m,1.390625,25.03125,Gnatholepis thompsoni
724,Gnatholepis thompsoni,60,Roatan,8,m,1.893617021,15.14893617,Gnatholepis thompsoni
725,Gnatholepis thompsoni,70,Roatan,10,m,2.656716418,26.56716418,Gnatholepis thompsoni
726,Gnatholepis thompsoni,80,Bonaire,1,m,1.181725224,1.181725224,Gnatholepis thompsoni
727,Gnatholepis thompsoni,80,St. Eustatius,1,m,3.768327681,3.768327681,Gnatholepis thompsoni
728,Gonioplectrus hispanus,100,Curacao,1,m,1.379236425,1.379236425,Gonioplectrus hispanus
729,Gonioplectrus hispanus,120,Curacao,4,m,1.127104229,4.508416916,Gonioplectrus hispanus
730,Gonioplectrus hispanus,130,Curacao,9,m,1.303308391,11.72977552,Gonioplectrus hispanus
731,Gonioplectrus hispanus,140,Curacao,8,m,1.365335946,10.92268757,Gonioplectrus hispanus
732,Gonioplectrus hispanus,150,Bonaire,11,m,1.188927353,13.07820088,Gonioplectrus hispanus
733,Gonioplectrus hispanus,150,Curacao,13,m,1.188927353,15.45605559,Gonioplectrus hispanus
734,Gonioplectrus hispanus,150,St. Eustatius,1,m,3.366899767,3.366899767,Gonioplectrus hispanus
735,Gonioplectrus hispanus,160,Bonaire,2,m,1.212877394,2.425754788,Gonioplectrus hispanus
736,Gonioplectrus hispanus,160,Curacao,10,m,1.212877394,12.12877394,Gonioplectrus hispanus
737,Gonioplectrus hispanus,170,Curacao,5,m,1.172632844,5.86316422,Gonioplectrus hispanus
738,Gonioplectrus hispanus,180,Curacao,3,m,1.724533239,5.173599717,Gonioplectrus hispanus
739,Gonioplectrus hispanus,200,Curacao,2,m,1.203301258,2.406602516,Gonioplectrus hispanus
740,Gonioplectrus hispanus,200,Roatan,1,m,1.369230769,1.369230769,Gonioplectrus hispanus
741,Gonioplectrus hispanus,220,Curacao,1,m,1.136560242,1.136560242,Gonioplectrus hispanus
742,Gramma linki,40,Roatan,1,m,1.1125,1.1125,Gramma linki
743,Gramma linki,70,Roatan,9,m,2.656716418,23.91044776,Gramma linki
744,Gramma linki,80,Roatan,1,m,2.472222222,2.472222222,Gramma linki
745,Gramma linki,80,St. Eustatius,2,m,3.768327681,7.536655362,Gramma linki
746,Gramma linki,90,Roatan,5,m,2.966666667,14.83333334,Gramma linki
747,Gramma linki,100,Roatan,1,m,1.483333333,1.483333333,Gramma linki
748,Gramma linki,100,St. Eustatius,2,m,1.546301253,3.092602506,Gramma linki
749,Gramma linki,110,Roatan,1,m,1.934782609,1.934782609,Gramma linki
750,Gramma linki,110,St. Eustatius,2,m,1.300675371,2.601350742,Gramma linki
751,Gramma loreto,10,Roatan,32,m,2.225,71.2,Gramma loreto
752,Gramma loreto,20,Roatan,36,m,1.934782609,69.65217392,Gramma loreto
753,Gramma loreto,30,Roatan,13,m,1.034883721,13.45348837,Gramma loreto
754,Gramma loreto,40,Bonaire,1,m,1.139215137,1.139215137,Gramma loreto
755,Gramma loreto,40,Curacao,13,m,1.139215137,14.80979678,Gramma loreto
756,Gramma loreto,40,Roatan,2,m,1.1125,2.225,Gramma loreto
757,Gramma loreto,50,Curacao,7,m,0.999995899,6.999971293,Gramma loreto
758,Gramma loreto,50,Roatan,5,m,1.390625,6.953125,Gramma loreto
759,Gramma loreto,60,Curacao,7,m,2.016114097,14.11279868,Gramma loreto
760,Gramma melacara,20,Roatan,4,m,1.934782609,7.739130436,Gramma melacara
761,Gramma melacara,30,Roatan,42,m,1.034883721,43.46511628,Gramma melacara
762,Gramma melacara,40,Roatan,136,m,1.1125,151.3,Gramma melacara
763,Gramma melacara,50,Roatan,21,m,1.390625,29.203125,Gramma melacara
764,Gramma melacara,60,Roatan,120,m,1.893617021,227.2340425,Gramma melacara
765,Gramma melacara,70,Roatan,245,m,2.656716418,650.8955224,Gramma melacara
766,Gramma melacara,80,Roatan,33,m,2.472222222,81.58333333,Gramma melacara
767,Gramma melacara,90,Roatan,50,m,2.966666667,148.3333334,Gramma melacara
768,Gramma melacara,100,Roatan,4,m,1.483333333,5.933333332,Gramma melacara
769,Gramma melacara,110,Roatan,2,m,1.934782609,3.869565218,Gramma melacara
770,Gymnothorax funebris,50,Bonaire,1,m,0.999995899,0.999995899,Gymnothorax funebris
771,Gymnothorax moringa,120,Bonaire,1,m,1.127104229,1.127104229,Gymnothorax moringa
772,Gymnothorax moringa,150,Bonaire,1,m,1.188927353,1.188927353,Gymnothorax moringa
773,Gymnothorax ocellatus,60,St. Eustatius,1,m,6.826086957,6.826086957,Gymnothorax ocellatus
774,Gymnothorax ocellatus,130,Bonaire,1,m,1.303308391,1.303308391,Gymnothorax ocellatus
775,Gymnothorax ocellatus,140,Bonaire,1,m,1.365335946,1.365335946,Gymnothorax ocellatus
776,Gymnothorax ocellatus,170,Bonaire,2,m,1.172632844,2.345265688,Gymnothorax ocellatus
777,Gymnothorax ocellatus,180,Bonaire,2,m,1.724533239,3.449066478,Gymnothorax ocellatus
778,Gymnothorax ocellatus,190,Bonaire,1,m,1.643187332,1.643187332,Gymnothorax ocellatus
779,Haemulon bonariense,40,Roatan,1,m,1.1125,1.1125,Haemulon bonariense
780,Haemulon chrysargyreum,110,Bonaire,51,m,1.161185714,59.22047141,Haemulon chrysargyreum
781,Haemulon chrysargyreum,140,Bonaire,2,m,1.365335946,2.730671892,Haemulon chrysargyreum
782,Haemulon flavolineatum,10,Roatan,4,m,2.225,8.9,Haemulon flavolineatum
783,Haemulon flavolineatum,20,Roatan,2,m,1.934782609,3.869565218,Haemulon flavolineatum
784,Haemulon flavolineatum,30,Roatan,1,m,1.034883721,1.034883721,Haemulon flavolineatum
785,Haemulon flavolineatum,40,Roatan,3,m,1.1125,3.3375,Haemulon flavolineatum
786,Haemulon flavolineatum,50,Bonaire,2,m,0.999995899,1.999991798,Haemulon flavolineatum
787,Haemulon flavolineatum,50,Curacao,2,m,0.999995899,1.999991798,Haemulon flavolineatum
788,Haemulon flavolineatum,50,Roatan,3,m,1.390625,4.171875,Haemulon flavolineatum
789,Haemulon flavolineatum,60,Bonaire,3,m,2.016114097,6.048342291,Haemulon flavolineatum
790,Haemulon flavolineatum,60,Curacao,5,m,2.016114097,10.08057049,Haemulon flavolineatum
791,Haemulon flavolineatum,60,Roatan,4,m,1.893617021,7.574468084,Haemulon flavolineatum
792,Haemulon flavolineatum,70,Curacao,4,m,2.085070543,8.340282172,Haemulon flavolineatum
793,Haemulon flavolineatum,70,Roatan,5,m,2.656716418,13.28358209,Haemulon flavolineatum
794,Haemulon flavolineatum,80,Bonaire,1,m,1.181725224,1.181725224,Haemulon flavolineatum
795,Haemulon plumierii,10,Roatan,1,m,2.225,2.225,Haemulon plumierii
796,Haemulon plumierii,30,Roatan,1,m,1.034883721,1.034883721,Haemulon plumierii
797,Haemulon plumierii,40,Roatan,3,m,1.1125,3.3375,Haemulon plumierii
798,Haemulon plumierii,60,Roatan,2,m,1.893617021,3.787234042,Haemulon plumierii
799,Haemulon sciurus,20,Roatan,1,m,1.934782609,1.934782609,Haemulon sciurus
800,Haemulon striatum,50,Curacao,1,m,0.999995899,0.999995899,Haemulon striatum
801,Haemulon striatum,60,Bonaire,4,m,2.016114097,8.064456388,Haemulon striatum
802,Haemulon striatum,60,Curacao,2,m,2.016114097,4.032228194,Haemulon striatum
803,Haemulon striatum,70,Curacao,23,m,2.085070543,47.95662249,Haemulon striatum
804,Haemulon striatum,70,Roatan,1,m,2.656716418,2.656716418,Haemulon striatum
805,Haemulon striatum,80,Curacao,3,m,1.181725224,3.545175672,Haemulon striatum
806,Haemulon striatum,80,Roatan,1,m,2.472222222,2.472222222,Haemulon striatum
807,Haemulon striatum,80,St. Eustatius,4,m,3.768327681,15.07331072,Haemulon striatum
808,Haemulon striatum,90,Bonaire,40,m,1.187769118,47.51076472,Haemulon striatum
809,Haemulon striatum,90,Curacao,3,m,1.187769118,3.563307354,Haemulon striatum
810,Haemulon striatum,90,Roatan,165,m,2.966666667,489.5000001,Haemulon striatum
811,Haemulon striatum,100,Curacao,1,m,1.379236425,1.379236425,Haemulon striatum
812,Haemulon striatum,100,Roatan,2,m,1.483333333,2.966666666,Haemulon striatum
813,Haemulon striatum,110,Roatan,4,m,1.934782609,7.739130436,Haemulon striatum
814,Haemulon striatum,120,Bonaire,3,m,1.127104229,3.381312687,Haemulon striatum
815,Haemulon striatum,120,Roatan,30,m,2.170731707,65.12195121,Haemulon striatum
816,Haemulon striatum,140,Roatan,24,m,1.893617021,45.4468085,Haemulon striatum
817,Haemulon striatum,150,Roatan,2,m,2.022727273,4.045454546,Haemulon striatum
818,Haemulon vittata,60,Curacao,2,m,2.016114097,4.032228194,Haemulon vittatum
819,Haemulon vittata,100,Curacao,15,m,1.379236425,20.68854638,Haemulon vittatum
820,Halichoeres bathyphilus,80,Bonaire,20,m,1.181725224,23.63450448,Halichoeres bathyphilus
821,Halichoeres bathyphilus,100,St. Eustatius,1,m,1.546301253,1.546301253,Halichoeres bathyphilus
822,Halichoeres bathyphilus,110,Bonaire,2,m,1.161185714,2.322371428,Halichoeres bathyphilus
823,Halichoeres garnoti,10,Roatan,10,m,2.225,22.25,Halichoeres garnoti
824,Halichoeres garnoti,20,Roatan,23,m,1.934782609,44.50000001,Halichoeres garnoti
825,Halichoeres garnoti,30,Roatan,15,m,1.034883721,15.52325582,Halichoeres garnoti
826,Halichoeres garnoti,40,Bonaire,1,m,1.139215137,1.139215137,Halichoeres garnoti
827,Halichoeres garnoti,40,Roatan,35,m,1.1125,38.9375,Halichoeres garnoti
828,Halichoeres garnoti,40,St. Eustatius,26,m,10.87650602,282.7891565,Halichoeres garnoti
829,Halichoeres garnoti,50,Bonaire,9,m,0.999995899,8.999963091,Halichoeres garnoti
830,Halichoeres garnoti,50,Roatan,18,m,1.390625,25.03125,Halichoeres garnoti
831,Halichoeres garnoti,50,St. Eustatius,9,m,15.20421053,136.8378948,Halichoeres garnoti
832,Halichoeres garnoti,60,Bonaire,2,m,2.016114097,4.032228194,Halichoeres garnoti
833,Halichoeres garnoti,60,Roatan,38,m,1.893617021,71.9574468,Halichoeres garnoti
834,Halichoeres garnoti,60,St. Eustatius,1,m,6.826086957,6.826086957,Halichoeres garnoti
835,Halichoeres garnoti,70,Bonaire,1,m,2.085070543,2.085070543,Halichoeres garnoti
836,Halichoeres garnoti,70,Roatan,32,m,2.656716418,85.01492538,Halichoeres garnoti
837,Halichoeres garnoti,70,St. Eustatius,1,m,5.971062422,5.971062422,Halichoeres garnoti
838,Halichoeres garnoti,80,Roatan,10,m,2.472222222,24.72222222,Halichoeres garnoti
839,Halichoeres garnoti,80,St. Eustatius,9,m,3.768327681,33.91494913,Halichoeres garnoti
840,Halichoeres garnoti,90,Bonaire,1,m,1.187769118,1.187769118,Halichoeres garnoti
841,Halichoeres garnoti,90,Roatan,5,m,2.966666667,14.83333334,Halichoeres garnoti
842,Halichoeres garnoti,90,St. Eustatius,4,m,1,4,Halichoeres garnoti
843,Halichoeres garnoti,110,St. Eustatius,2,m,1.300675371,2.601350742,Halichoeres garnoti
844,Halichoeres maculipinna,10,Roatan,1,m,2.225,2.225,Halichoeres maculipinna
845,Halichoeres maculipinna,20,Roatan,1,m,1.934782609,1.934782609,Halichoeres maculipinna
846,Halichoeres maculipinna,40,Roatan,1,m,1.1125,1.1125,Halichoeres maculipinna
847,Halichoeres pictus,10,Roatan,2,m,2.225,4.45,Halichoeres pictus
848,Halichoeres pictus,40,Roatan,16,m,1.1125,17.8,Halichoeres pictus
849,Halichoeres pictus,50,Roatan,1,m,1.390625,1.390625,Halichoeres pictus
850,Haptoclinus dropi,150,Curacao,1,m,1.188927353,1.188927353,Haptoclinus dropi
851,Haptoclinus dropi,160,Curacao,1,m,1.212877394,1.212877394,Haptoclinus dropi
852,Haptoclinus dropi,360,Roatan,1,m,8.090909091,8.090909091,Haptoclinus dropi
853,Hemanthias leptus,110,Curacao,2,m,1.161185714,2.322371428,Hemanthias leptus
854,Hemanthias leptus,150,Bonaire,3,m,1.188927353,3.566782059,Hemanthias leptus
855,Hemanthias leptus,180,Bonaire,1,m,1.724533239,1.724533239,Hemanthias leptus
856,Heteropriacanthus cruentatus,160,Roatan,2,m,1.618181818,3.236363636,Heteropriacanthus cruentatus
857,Heteropriacanthus cruentatus,170,Roatan,1,m,1.022988506,1.022988506,Heteropriacanthus cruentatus
858,Holacanthus ciliaris,10,Roatan,4,m,2.225,8.9,Holacanthus ciliaris
859,Holacanthus ciliaris,20,Roatan,2,m,1.934782609,3.869565218,Holacanthus ciliaris
860,Holacanthus ciliaris,30,Roatan,7,m,1.034883721,7.244186047,Holacanthus ciliaris
861,Holacanthus ciliaris,50,Roatan,1,m,1.390625,1.390625,Holacanthus ciliaris
862,Holacanthus ciliaris,60,Roatan,1,m,1.893617021,1.893617021,Holacanthus ciliaris
863,Holacanthus ciliaris,70,Roatan,3,m,2.656716418,7.970149254,Holacanthus ciliaris
864,Holacanthus ciliaris,80,Bonaire,1,m,1.181725224,1.181725224,Holacanthus ciliaris
865,Holacanthus ciliaris,80,Roatan,1,m,2.472222222,2.472222222,Holacanthus ciliaris
866,Holacanthus ciliaris,90,Roatan,5,m,2.966666667,14.83333334,Holacanthus ciliaris
867,Holacanthus ciliaris,110,St. Eustatius,1,m,1.300675371,1.300675371,Holacanthus ciliaris
868,Holacanthus ciliaris,120,St. Eustatius,2,m,3.838426787,7.676853574,Holacanthus ciliaris
869,Holacanthus tricolor,30,Roatan,2,m,1.034883721,2.069767442,Holacanthus tricolor
870,Holacanthus tricolor,40,Roatan,2,m,1.1125,2.225,Holacanthus tricolor
871,Holacanthus tricolor,40,St. Eustatius,1,m,10.87650602,10.87650602,Holacanthus tricolor
872,Holacanthus tricolor,50,Roatan,5,m,1.390625,6.953125,Holacanthus tricolor
873,Holacanthus tricolor,50,St. Eustatius,7,m,15.20421053,106.4294737,Holacanthus tricolor
874,Holacanthus tricolor,60,Roatan,2,m,1.893617021,3.787234042,Holacanthus tricolor
875,Holacanthus tricolor,70,Roatan,1,m,2.656716418,2.656716418,Holacanthus tricolor
876,Holacanthus tricolor,80,St. Eustatius,2,m,3.768327681,7.536655362,Holacanthus tricolor
877,Holacanthus tricolor,100,St. Eustatius,1,m,1.546301253,1.546301253,Holacanthus tricolor
878,Holacanthus tricolor,110,St. Eustatius,1,m,1.300675371,1.300675371,Holacanthus tricolor
879,Holacanthus tricolor,140,St. Eustatius,1,m,5.143874644,5.143874644,Holacanthus tricolor
880,Hollardia hollardi,400,Roatan,1,m,3.708333333,3.708333333,Hollardia hollardi
881,Hollardia hollardi,410,Roatan,1,m,3.068965517,3.068965517,Hollardia hollardi
882,Hollardia hollardi,430,Roatan,2,m,2.282051282,4.564102564,Hollardia hollardi
883,Hollardia hollardi,470,Roatan,1,m,5.933333333,5.933333333,Hollardia hollardi
884,Hollardia hollardi,480,Roatan,2,m,5.933333333,11.86666667,Hollardia hollardi
885,Holocentrus adscensionis,50,Bonaire,1,m,0.999995899,0.999995899,Holocentrus adscensionis
886,Holocentrus adscensionis,50,St. Eustatius,13,m,15.20421053,197.6547369,Holocentrus adscensionis
887,Holocentrus adscensionis,80,St. Eustatius,4,m,3.768327681,15.07331072,Holocentrus adscensionis
888,Holocentrus adscensionis,90,Bonaire,3,m,1.187769118,3.563307354,Holocentrus adscensionis
889,Holocentrus adscensionis,90,St. Eustatius,4,m,1,4,Holocentrus adscensionis
890,Holocentrus adscensionis,100,St. Eustatius,2,m,1.546301253,3.092602506,Holocentrus adscensionis
891,Holocentrus adscensionis,120,Bonaire,2,m,1.127104229,2.254208458,Holocentrus adscensionis
892,Holocentrus adscensionis,120,St. Eustatius,2,m,3.838426787,7.676853574,Holocentrus adscensionis
893,Holocentrus adscensionis,130,St. Eustatius,2,m,3.42437174,6.84874348,Holocentrus adscensionis
894,Holocentrus adscensionis,140,St. Eustatius,5,m,5.143874644,25.71937322,Holocentrus adscensionis
895,Holocentrus adscensionis,150,St. Eustatius,2,m,3.366899767,6.733799534,Holocentrus adscensionis
896,Holocentrus rufus,40,Roatan,2,m,1.1125,2.225,Holocentrus rufus
897,Holocentrus rufus,40,St. Eustatius,4,m,10.87650602,43.50602408,Holocentrus rufus
898,Holocentrus rufus,50,Roatan,1,m,1.390625,1.390625,Holocentrus rufus
899,Holocentrus rufus,50,St. Eustatius,1,m,15.20421053,15.20421053,Holocentrus rufus
900,Holocentrus rufus,60,Roatan,3,m,1.893617021,5.680851063,Holocentrus rufus
901,Holocentrus rufus,60,St. Eustatius,1,m,6.826086957,6.826086957,Holocentrus rufus
902,Holocentrus rufus,70,Roatan,8,m,2.656716418,21.25373134,Holocentrus rufus
903,Holocentrus rufus,70,St. Eustatius,2,m,5.971062422,11.94212484,Holocentrus rufus
904,Holocentrus rufus,80,Roatan,9,m,2.472222222,22.25,Holocentrus rufus
905,Holocentrus rufus,80,St. Eustatius,2,m,3.768327681,7.536655362,Holocentrus rufus
906,Holocentrus rufus,90,Roatan,18,m,2.966666667,53.40000001,Holocentrus rufus
907,Holocentrus rufus,90,St. Eustatius,3,m,1,3,Holocentrus rufus
908,Holocentrus rufus,100,Roatan,2,m,1.483333333,2.966666666,Holocentrus rufus
909,Holocentrus rufus,100,St. Eustatius,4,m,1.546301253,6.185205012,Holocentrus rufus
