,species,dband,location,hab,abundance,m,COEF,abu.corr,species.fb,lwa_m,lwa_sd,lwb_m,lwb_sd,maxTL,maxDepth,length,biomass
821,Halichoeres bathyphilus,100,St. Eustatius,deep,1,m,1.546301253,1.546301253,Halichoeres bathyphilus,0.0049,0.003443878,3.11,0.107142857,23,190,17.25,53.19910023
822,Halichoeres bathyphilus,110,Bonaire,deep,2,m,1.161185714,2.322371428,Halichoeres bathyphilus,0.0049,0.003443878,3.11,0.107142857,23,190,17.25,79.89909477
823,Halichoeres garnoti,10,Roatan,shallow,10,m,2.225,22.25,Halichoeres garnoti,0.01,0.003668367,3.14,0.076530612,19.3,80,14.475,981.0075113
824,Halichoeres garnoti,20,Roatan,shallow,23,m,1.934782609,44.50000001,Halichoeres garnoti,0.01,0.003668367,3.14,0.076530612,19.3,80,14.475,1962.015023
825,Halichoeres garnoti,30,Roatan,shallow,15,m,1.034883721,15.52325582,Halichoeres garnoti,0.01,0.003668367,3.14,0.076530612,19.3,80,14.475,684.4238451
826,Halichoeres garnoti,40,Bonaire,deep,1,m,1.139215137,1.139215137,Halichoeres garnoti,0.01,0.003668367,3.14,0.076530612,19.3,80,14.475,50.22825197
827,Halichoeres garnoti,40,Roatan,shallow,35,m,1.1125,38.9375,Halichoeres garnoti,0.01,0.003668367,3.14,0.076530612,19.3,80,14.475,1716.763145
828,Halichoeres garnoti,40,St. Eustatius,deep,26,m,10.87650602,282.7891565,Halichoeres garnoti,0.01,0.003668367,3.14,0.076530612,19.3,80,14.475,12468.2376
829,Halichoeres garnoti,50,Bonaire,deep,9,m,0.999995899,8.999963091,Halichoeres garnoti,0.01,0.003668367,3.14,0.076530612,19.3,80,14.475,396.8103997
830,Halichoeres garnoti,50,Roatan,shallow,18,m,1.390625,25.03125,Halichoeres garnoti,0.01,0.003668367,3.14,0.076530612,19.3,80,14.475,1103.63345
831,Halichoeres garnoti,50,St. Eustatius,deep,9,m,15.20421053,136.8378948,Halichoeres garnoti,0.01,0.003668367,3.14,0.076530612,19.3,80,14.475,6033.2136
832,Halichoeres garnoti,60,Bonaire,deep,2,m,2.016114097,4.032228194,Halichoeres garnoti,0.01,0.003668367,3.14,0.076530612,19.3,80,14.475,177.7818492
833,Halichoeres garnoti,60,Roatan,shallow,38,m,1.893617021,71.9574468,Halichoeres garnoti,0.01,0.003668367,3.14,0.076530612,19.3,80,14.475,3172.620036
834,Halichoeres garnoti,60,St. Eustatius,deep,1,m,6.826086957,6.826086957,Halichoeres garnoti,0.01,0.003668367,3.14,0.076530612,19.3,80,14.475,300.9637113
835,Halichoeres garnoti,70,Bonaire,deep,1,m,2.085070543,2.085070543,Halichoeres garnoti,0.01,0.003668367,3.14,0.076530612,19.3,80,14.475,91.93122985
836,Halichoeres garnoti,70,Roatan,shallow,32,m,2.656716418,85.01492538,Halichoeres garnoti,0.01,0.003668367,3.14,0.076530612,19.3,80,14.475,3748.327207
837,Halichoeres garnoti,70,St. Eustatius,deep,1,m,5.971062422,5.971062422,Halichoeres garnoti,0.01,0.003668367,3.14,0.076530612,19.3,80,14.475,263.265487
838,Halichoeres garnoti,80,Roatan,shallow,10,m,2.472222222,24.72222222,Halichoeres garnoti,0.01,0.003668367,3.14,0.076530612,19.3,80,14.475,1090.008346
839,Halichoeres garnoti,80,St. Eustatius,deep,9,m,3.768327681,33.91494913,Halichoeres garnoti,0.01,0.003668367,3.14,0.076530612,19.3,80,14.475,1495.317746
840,Halichoeres garnoti,90,Bonaire,deep,1,m,1.187769118,1.187769118,Halichoeres garnoti,0.01,0.003668367,3.14,0.076530612,19.3,80,14.475,52.36900793
841,Halichoeres garnoti,90,Roatan,shallow,5,m,2.966666667,14.83333334,Halichoeres garnoti,0.01,0.003668367,3.14,0.076530612,19.3,80,14.475,654.0050076
842,Halichoeres garnoti,90,St. Eustatius,deep,4,m,1,4,Halichoeres garnoti,0.01,0.003668367,3.14,0.076530612,19.3,80,14.475,176.3609009
843,Halichoeres garnoti,110,St. Eustatius,deep,2,m,1.300675371,2.601350742,Halichoeres garnoti,0.01,0.003668367,3.14,0.076530612,19.3,80,14.475,114.6941401
844,Halichoeres maculipinna,10,Roatan,shallow,1,m,2.225,2.225,Halichoeres maculipinna,0.01047,0.004005102,3.2,0.076530612,18,24,13.5,96.45944442
845,Halichoeres maculipinna,20,Roatan,shallow,1,m,1.934782609,1.934782609,Halichoeres maculipinna,0.01047,0.004005102,3.2,0.076530612,18,24,13.5,83.87777777
846,Halichoeres maculipinna,40,Roatan,shallow,1,m,1.1125,1.1125,Halichoeres maculipinna,0.01047,0.004005102,3.2,0.076530612,18,24,13.5,48.22972221
847,Halichoeres pictus,10,Roatan,shallow,2,m,2.225,4.45,Halichoeres pictus,0.01,0.005887755,3.08,0.086734694,13,25,9.75,49.4873533
848,Halichoeres pictus,40,Roatan,shallow,16,m,1.1125,17.8,Halichoeres pictus,0.01,0.005887755,3.08,0.086734694,13,25,9.75,197.9494132
849,Halichoeres pictus,50,Roatan,shallow,1,m,1.390625,1.390625,Halichoeres pictus,0.01,0.005887755,3.08,0.086734694,13,25,9.75,15.46479791
850,Haptoclinus dropi,150,Curacao,deep,1,m,1.188927353,1.188927353,Haptoclinus dropi,0.01,0.015852041,3.04,0.117346939,2.52,366,1.89,0.082337789
851,Haptoclinus dropi,160,Curacao,deep,1,m,1.212877394,1.212877394,Haptoclinus dropi,0.01,0.015852041,3.04,0.117346939,2.52,366,1.89,0.083996422
852,Haptoclinus dropi,360,Roatan,shallow,1,m,8.090909091,8.090909091,Haptoclinus dropi,0.01,0.015852041,3.04,0.117346939,2.52,366,1.89,0.560326556
853,Hemanthias leptus,110,Curacao,deep,2,m,1.161185714,2.322371428,Hemanthias leptus,0.00955,0.007142857,2.97,0.107142857,50,300,37.5,1049.078331
854,Hemanthias leptus,150,Bonaire,deep,3,m,1.188927353,3.566782059,Hemanthias leptus,0.00955,0.007142857,2.97,0.107142857,50,300,37.5,1611.212454
855,Hemanthias leptus,180,Bonaire,deep,1,m,1.724533239,1.724533239,Hemanthias leptus,0.00955,0.007142857,2.97,0.107142857,50,300,37.5,779.0185625
856,Heteropriacanthus cruentatus,160,Roatan,shallow,2,m,1.618181818,3.236363636,Heteropriacanthus cruentatus,0.01585,0.005377551,2.89,0.071428571,50.7,300,38.025,1890.108055
857,Heteropriacanthus cruentatus,170,Roatan,shallow,1,m,1.022988506,1.022988506,Heteropriacanthus cruentatus,0.01585,0.005377551,2.89,0.071428571,50.7,300,38.025,597.4479487
858,Holacanthus ciliaris,10,Roatan,shallow,4,m,2.225,8.9,Holacanthus ciliaris,0.03311,0.012673469,2.88,0.081632653,45,70,33.75,7426.388512
859,Holacanthus ciliaris,20,Roatan,shallow,2,m,1.934782609,3.869565218,Holacanthus ciliaris,0.03311,0.012673469,2.88,0.081632653,45,70,33.75,3228.864571
860,Holacanthus ciliaris,30,Roatan,shallow,7,m,1.034883721,7.244186047,Holacanthus ciliaris,0.03311,0.012673469,2.88,0.081632653,45,70,33.75,6044.734836
861,Holacanthus ciliaris,50,Roatan,shallow,1,m,1.390625,1.390625,Holacanthus ciliaris,0.03311,0.012673469,2.88,0.081632653,45,70,33.75,1160.373205
862,Holacanthus ciliaris,60,Roatan,shallow,1,m,1.893617021,1.893617021,Holacanthus ciliaris,0.03311,0.012673469,2.88,0.081632653,45,70,33.75,1580.082662
863,Holacanthus ciliaris,70,Roatan,shallow,3,m,2.656716418,7.970149254,Holacanthus ciliaris,0.03311,0.012673469,2.88,0.081632653,45,70,33.75,6650.497175
864,Holacanthus ciliaris,80,Bonaire,deep,1,m,1.181725224,1.181725224,Holacanthus ciliaris,0.03311,0.012673469,2.88,0.081632653,45,70,33.75,986.0618683
865,Holacanthus ciliaris,80,Roatan,shallow,1,m,2.472222222,2.472222222,Holacanthus ciliaris,0.03311,0.012673469,2.88,0.081632653,45,70,33.75,2062.885698
866,Holacanthus ciliaris,90,Roatan,shallow,5,m,2.966666667,14.83333334,Holacanthus ciliaris,0.03311,0.012673469,2.88,0.081632653,45,70,33.75,12377.31419
867,Holacanthus ciliaris,110,St. Eustatius,deep,1,m,1.300675371,1.300675371,Holacanthus ciliaris,0.03311,0.012673469,2.88,0.081632653,45,70,33.75,1085.316925
868,Holacanthus ciliaris,120,St. Eustatius,deep,2,m,3.838426787,7.676853574,Holacanthus ciliaris,0.03311,0.012673469,2.88,0.081632653,45,70,33.75,6405.763729
869,Holacanthus tricolor,30,Roatan,shallow,2,m,1.034883721,2.069767442,Holacanthus tricolor,0.03631,0.013311224,2.89,0.076530612,35,92,26.25,948.9241497
870,Holacanthus tricolor,40,Roatan,shallow,2,m,1.1125,2.225,Holacanthus tricolor,0.03631,0.013311224,2.89,0.076530612,35,92,26.25,1020.093461
871,Holacanthus tricolor,40,St. Eustatius,deep,1,m,10.87650602,10.87650602,Holacanthus tricolor,0.03631,0.013311224,2.89,0.076530612,35,92,26.25,4986.540525
872,Holacanthus tricolor,50,Roatan,shallow,5,m,1.390625,6.953125,Holacanthus tricolor,0.03631,0.013311224,2.89,0.076530612,35,92,26.25,3187.792065
873,Holacanthus tricolor,50,St. Eustatius,deep,7,m,15.20421053,106.4294737,Holacanthus tricolor,0.03631,0.013311224,2.89,0.076530612,35,92,26.25,48794.61131
874,Holacanthus tricolor,60,Roatan,shallow,2,m,1.893617021,3.787234042,Holacanthus tricolor,0.03631,0.013311224,2.89,0.076530612,35,92,26.25,1736.329295
875,Holacanthus tricolor,70,Roatan,shallow,1,m,2.656716418,2.656716418,Holacanthus tricolor,0.03631,0.013311224,2.89,0.076530612,35,92,26.25,1218.022043
876,Holacanthus tricolor,80,St. Eustatius,deep,2,m,3.768327681,7.536655362,Holacanthus tricolor,0.03631,0.013311224,2.89,0.076530612,35,92,26.25,3455.32263
877,Holacanthus tricolor,100,St. Eustatius,deep,1,m,1.546301253,1.546301253,Holacanthus tricolor,0.03631,0.013311224,2.89,0.076530612,35,92,26.25,708.9311446
878,Holacanthus tricolor,110,St. Eustatius,deep,1,m,1.300675371,1.300675371,Holacanthus tricolor,0.03631,0.013311224,2.89,0.076530612,35,92,26.25,596.3192992
879,Holacanthus tricolor,140,St. Eustatius,deep,1,m,5.143874644,5.143874644,Holacanthus tricolor,0.03631,0.013311224,2.89,0.076530612,35,92,26.25,2358.306916
880,Hollardia hollardi,400,Roatan,shallow,1,m,3.708333333,3.708333333,Hollardia hollardi,0.01995,0.012244898,3.01,0.091836735,11.54,915,8.655,49.01122441
881,Hollardia hollardi,410,Roatan,shallow,1,m,3.068965517,3.068965517,Hollardia hollardi,0.01995,0.012244898,3.01,0.091836735,11.54,915,8.655,40.5610133
882,Hollardia hollardi,430,Roatan,shallow,2,m,2.282051282,4.564102564,Hollardia hollardi,0.01995,0.012244898,3.01,0.091836735,11.54,915,8.655,60.32150697
883,Hollardia hollardi,470,Roatan,shallow,1,m,5.933333333,5.933333333,Hollardia hollardi,0.01995,0.012244898,3.01,0.091836735,11.54,915,8.655,78.41795905
884,Hollardia hollardi,480,Roatan,shallow,2,m,5.933333333,11.86666667,Hollardia hollardi,0.01995,0.012244898,3.01,0.091836735,11.54,915,8.655,156.8359181
885,Holocentrus adscensionis,50,Bonaire,deep,1,m,0.999995899,0.999995899,Holocentrus adscensionis,0.0166,0.002163265,2.97,0.030612245,61,180,45.75,1417.319849
886,Holocentrus adscensionis,50,St. Eustatius,deep,13,m,15.20421053,197.6547369,Holocentrus adscensionis,0.0166,0.002163265,2.97,0.030612245,61,180,45.75,280141.1307
887,Holocentrus adscensionis,80,St. Eustatius,deep,4,m,3.768327681,15.07331072,Holocentrus adscensionis,0.0166,0.002163265,2.97,0.030612245,61,180,45.75,21363.79009
888,Holocentrus adscensionis,90,Bonaire,deep,3,m,1.187769118,3.563307354,Holocentrus adscensionis,0.0166,0.002163265,2.97,0.030612245,61,180,45.75,5050.366952
889,Holocentrus adscensionis,90,St. Eustatius,deep,4,m,1,4,Holocentrus adscensionis,0.0166,0.002163265,2.97,0.030612245,61,180,45.75,5669.302645
890,Holocentrus adscensionis,100,St. Eustatius,deep,2,m,1.546301253,3.092602506,Holocentrus adscensionis,0.0166,0.002163265,2.97,0.030612245,61,180,45.75,4383.224892
891,Holocentrus adscensionis,120,Bonaire,deep,2,m,1.127104229,2.254208458,Holocentrus adscensionis,0.0166,0.002163265,2.97,0.030612245,61,180,45.75,3194.947494
892,Holocentrus adscensionis,120,St. Eustatius,deep,2,m,3.838426787,7.676853574,Holocentrus adscensionis,0.0166,0.002163265,2.97,0.030612245,61,180,45.75,10880.60157
893,Holocentrus adscensionis,130,St. Eustatius,deep,2,m,3.42437174,6.84874348,Holocentrus adscensionis,0.0166,0.002163265,2.97,0.030612245,61,180,45.75,9706.899882
894,Holocentrus adscensionis,140,St. Eustatius,deep,5,m,5.143874644,25.71937322,Holocentrus adscensionis,0.0166,0.002163265,2.97,0.030612245,61,180,45.75,36452.72766
895,Holocentrus adscensionis,150,St. Eustatius,deep,2,m,3.366899767,6.733799534,Holocentrus adscensionis,0.0166,0.002163265,2.97,0.030612245,61,180,45.75,9543.986878
896,Holocentrus rufus,40,Roatan,shallow,2,m,1.1125,2.225,Holocentrus rufus,0.01175,0.003943878,2.89,0.071428571,35,32,26.25,330.1046038
897,Holocentrus rufus,40,St. Eustatius,deep,4,m,10.87650602,43.50602408,Holocentrus rufus,0.01175,0.003943878,2.89,0.071428571,35,32,26.25,6454.624199
898,Holocentrus rufus,50,Roatan,shallow,1,m,1.390625,1.390625,Holocentrus rufus,0.01175,0.003943878,2.89,0.071428571,35,32,26.25,206.3153774
899,Holocentrus rufus,50,St. Eustatius,deep,1,m,15.20421053,15.20421053,Holocentrus rufus,0.01175,0.003943878,2.89,0.071428571,35,32,26.25,2255.7213
900,Holocentrus rufus,60,Roatan,shallow,3,m,1.893617021,5.680851063,Holocentrus rufus,0.01175,0.003943878,2.89,0.071428571,35,32,26.25,842.820265
901,Holocentrus rufus,60,St. Eustatius,deep,1,m,6.826086957,6.826086957,Holocentrus rufus,0.01175,0.003943878,2.89,0.071428571,35,32,26.25,1012.729317
902,Holocentrus rufus,70,Roatan,shallow,8,m,2.656716418,21.25373134,Holocentrus rufus,0.01175,0.003943878,2.89,0.071428571,35,32,26.25,3153.238007
903,Holocentrus rufus,70,St. Eustatius,deep,2,m,5.971062422,11.94212484,Holocentrus rufus,0.01175,0.003943878,2.89,0.071428571,35,32,26.25,1771.752985
904,Holocentrus rufus,80,Roatan,shallow,9,m,2.472222222,22.25,Holocentrus rufus,0.01175,0.003943878,2.89,0.071428571,35,32,26.25,3301.046038
905,Holocentrus rufus,80,St. Eustatius,deep,2,m,3.768327681,7.536655362,Holocentrus rufus,0.01175,0.003943878,2.89,0.071428571,35,32,26.25,1118.150397
906,Holocentrus rufus,90,Roatan,shallow,18,m,2.966666667,53.40000001,Holocentrus rufus,0.01175,0.003943878,2.89,0.071428571,35,32,26.25,7922.510493
907,Holocentrus rufus,90,St. Eustatius,deep,3,m,1,3,Holocentrus rufus,0.01175,0.003943878,2.89,0.071428571,35,32,26.25,445.0848591
908,Holocentrus rufus,100,Roatan,shallow,2,m,1.483333333,2.966666666,Holocentrus rufus,0.01175,0.003943878,2.89,0.071428571,35,32,26.25,440.1394717
909,Holocentrus rufus,100,St. Eustatius,deep,4,m,1.546301253,6.185205012,Holocentrus rufus,0.01175,0.003943878,2.89,0.071428571,35,32,26.25,917.6470338
910,Holocentrus rufus,110,Roatan,shallow,1,m,1.934782609,1.934782609,Holocentrus rufus,0.01175,0.003943878,2.89,0.071428571,35,32,26.25,287.0474816
911,Holocentrus rufus,110,St. Eustatius,deep,5,m,1.300675371,6.503376855,Holocentrus rufus,0.01175,0.003943878,2.89,0.071428571,35,32,26.25,964.8515237
912,Holocentrus rufus,120,Roatan,shallow,1,m,2.170731707,2.170731707,Holocentrus rufus,0.01175,0.003943878,2.89,0.071428571,35,32,26.25,322.053272
913,Holocentrus rufus,140,Roatan,shallow,1,m,1.893617021,1.893617021,Holocentrus rufus,0.01175,0.003943878,2.89,0.071428571,35,32,26.25,280.9400883
914,Hypoplectrus chlorurus,50,Bonaire,deep,3,m,0.999995899,2.999987697,Hypoplectrus chlorurus,0.01778,0.014336735,3.03,0.117346939,12.7,23,9.525,49.31875819
915,Hypoplectrus indigo,10,Roatan,shallow,3,m,2.225,6.675,Hypoplectrus indigo,0.01778,0.014336735,3.03,0.117346939,14.25,45,10.6875,155.5527501
916,Hypoplectrus indigo,50,St. Eustatius,deep,1,m,15.20421053,15.20421053,Hypoplectrus indigo,0.01778,0.014336735,3.03,0.117346939,14.25,45,10.6875,354.3156197
917,Hypoplectrus nigricans,10,Roatan,shallow,2,m,2.225,4.45,Hypoplectrus nigricans,0.01778,0.014336735,3.03,0.117346939,15.24,13,11.43,127.1076957
918,Hypoplectrus nigricans,20,Roatan,shallow,1,m,1.934782609,1.934782609,Hypoplectrus nigricans,0.01778,0.014336735,3.03,0.117346939,15.24,13,11.43,55.26421555
919,Hypoplectrus nigricans,60,Roatan,shallow,2,m,1.893617021,3.787234042,Hypoplectrus nigricans,0.01778,0.014336735,3.03,0.117346939,15.24,13,11.43,108.1767623
920,Hypoplectrus puella,20,Roatan,shallow,1,m,1.934782609,1.934782609,Hypoplectrus puella,0.01778,0.014336735,3.03,0.117346939,15.24,23,11.43,55.26421555
921,Hypoplectrus puella,30,Roatan,shallow,1,m,1.034883721,1.034883721,Hypoplectrus puella,0.01778,0.014336735,3.03,0.117346939,15.24,23,11.43,29.55992924
922,Hypoplectrus puella,40,St. Eustatius,deep,1,m,10.87650602,10.87650602,Hypoplectrus puella,0.01778,0.014336735,3.03,0.117346939,15.24,23,11.43,310.6713748
923,Hyporthodus niveatus,170,Bonaire,deep,1,m,1.172632844,1.172632844,Hyporthodus niveatus,0.01585,0.002459184,3.04,0.015306122,122,525,91.5,17057.34551
924,Jeboehlkia gladifer,120,Curacao,deep,1,m,1.127104229,1.127104229,Jeboehlkia gladifer,0.00389,0.002311224,3.12,0.091836735,4.1,165,3.075,0.14587822
925,Jeboehlkia gladifer,150,Bonaire,deep,1,m,1.188927353,1.188927353,Jeboehlkia gladifer,0.00389,0.002311224,3.12,0.091836735,4.1,165,3.075,0.153879829
926,Jeboehlkia gladifer,160,Bonaire,deep,2,m,1.212877394,2.425754788,Jeboehlkia gladifer,0.00389,0.002311224,3.12,0.091836735,4.1,165,3.075,0.313959243
927,Jeboehlkia gladifer,170,Bonaire,deep,1,m,1.172632844,1.172632844,Jeboehlkia gladifer,0.00389,0.002311224,3.12,0.091836735,4.1,165,3.075,0.151770872
928,Jeboehlkia gladifer,170,Curacao,deep,9,m,1.172632844,10.5536956,Jeboehlkia gladifer,0.00389,0.002311224,3.12,0.091836735,4.1,165,3.075,1.36593785
929,Jeboehlkia gladifer,170,Roatan,shallow,2,m,1.022988506,2.045977012,Jeboehlkia gladifer,0.00389,0.002311224,3.12,0.091836735,4.1,165,3.075,0.264805576
930,Jeboehlkia gladifer,180,Bonaire,deep,1,m,1.724533239,1.724533239,Jeboehlkia gladifer,0.00389,0.002311224,3.12,0.091836735,4.1,165,3.075,0.22320193
931,Jeboehlkia gladifer,180,Curacao,deep,4,m,1.724533239,6.898132956,Jeboehlkia gladifer,0.00389,0.002311224,3.12,0.091836735,4.1,165,3.075,0.89280772
932,Jeboehlkia gladifer,190,Curacao,deep,7,m,1.643187332,11.50231132,Jeboehlkia gladifer,0.00389,0.002311224,3.12,0.091836735,4.1,165,3.075,1.48871476
933,Jeboehlkia gladifer,200,Curacao,deep,3,m,1.203301258,3.609903774,Jeboehlkia gladifer,0.00389,0.002311224,3.12,0.091836735,4.1,165,3.075,0.46722062
934,Jeboehlkia gladifer,210,Curacao,deep,5,m,1.454078712,7.27039356,Jeboehlkia gladifer,0.00389,0.002311224,3.12,0.091836735,4.1,165,3.075,0.940988459
935,Jeboehlkia gladifer,220,Curacao,deep,3,m,1.136560242,3.409680726,Jeboehlkia gladifer,0.00389,0.002311224,3.12,0.091836735,4.1,165,3.075,0.441306263
936,Jeboehlkia gladifer,230,Curacao,deep,8,m,1.644295347,13.15436278,Jeboehlkia gladifer,0.00389,0.002311224,3.12,0.091836735,4.1,165,3.075,1.702535557
937,Jeboehlkia gladifer,240,Curacao,deep,4,m,2.350351807,9.401407228,Jeboehlkia gladifer,0.00389,0.002311224,3.12,0.091836735,4.1,165,3.075,1.216800112
938,Jeboehlkia gladifer,250,Curacao,deep,5,m,3.051927409,15.25963705,Jeboehlkia gladifer,0.00389,0.002311224,3.12,0.091836735,4.1,165,3.075,1.975015826
939,Jeboehlkia gladifer,250,Roatan,shallow,1,m,1.034883721,1.034883721,Jeboehlkia gladifer,0.00389,0.002311224,3.12,0.091836735,4.1,165,3.075,0.133942355
940,Jeboehlkia gladifer,260,Curacao,deep,2,m,2.855374707,5.710749414,Jeboehlkia gladifer,0.00389,0.002311224,3.12,0.091836735,4.1,165,3.075,0.739127703
941,Jeboehlkia gladifer,270,Curacao,deep,2,m,3.382094313,6.764188626,Jeboehlkia gladifer,0.00389,0.002311224,3.12,0.091836735,4.1,165,3.075,0.875471648
942,Jeboehlkia gladifer,280,Curacao,deep,1,m,3.295256757,3.295256757,Jeboehlkia gladifer,0.00389,0.002311224,3.12,0.091836735,4.1,165,3.075,0.426496661
943,Jeboehlkia gladifer,280,Roatan,shallow,2,m,2.022727273,4.045454546,Jeboehlkia gladifer,0.00389,0.002311224,3.12,0.091836735,4.1,165,3.075,0.523592843
944,Jeboehlkia gladifer,290,Roatan,shallow,3,m,1.308823529,3.926470587,Jeboehlkia gladifer,0.00389,0.002311224,3.12,0.091836735,4.1,165,3.075,0.508193054
945,Jeboehlkia gladifer,300,Curacao,deep,1,m,8.196605042,8.196605042,Jeboehlkia gladifer,0.00389,0.002311224,3.12,0.091836735,4.1,165,3.075,1.060865644
946,Jeboehlkia gladifer,360,Roatan,shallow,1,m,8.090909091,8.090909091,Jeboehlkia gladifer,0.00389,0.002311224,3.12,0.091836735,4.1,165,3.075,1.047185687
947,Jeboehlkia gladifer,390,Roatan,shallow,2,m,8.090909091,16.18181818,Jeboehlkia gladifer,0.00389,0.002311224,3.12,0.091836735,4.1,165,3.075,2.094371374
948,Lachnolaimus maximus,50,Roatan,shallow,1,m,1.390625,1.390625,Lachnolaimus maximus,0.02239,0.007173469,2.95,0.076530612,91,30,68.25,8014.325193
949,Lactophrys trigonus,60,Roatan,shallow,1,m,1.893617021,1.893617021,Lactophrys trigonus,0.03548,0.019168367,2.81,0.096938776,55,50,41.25,2326.039403
950,Lactophrys triqueter,10,Roatan,shallow,1,m,2.225,2.225,Lactophrys triqueter,0.05012,0.02019898,2.77,0.086734694,51.5,50,38.625,2773.108115
951,Lactophrys triqueter,70,Bonaire,deep,2,m,2.085070543,4.170141086,Lactophrys triqueter,0.05012,0.02019898,2.77,0.086734694,51.5,50,38.625,5197.416667
952,Liopropoma aberrans,90,Curacao,deep,2,m,1.187769118,2.375538236,Liopropoma aberrans,0.01,0.015852041,3.04,0.117346939,12.7662963,NA,9.574722222,22.82367751
953,Liopropoma aberrans,110,Curacao,deep,7,m,1.161185714,8.128299998,Liopropoma aberrans,0.01,0.015852041,3.04,0.117346939,12.7662963,NA,9.574722222,78.09501654
954,Liopropoma aberrans,110,Roatan,shallow,1,m,1.934782609,1.934782609,Liopropoma aberrans,0.01,0.015852041,3.04,0.117346939,12.7662963,NA,9.574722222,18.58898907
955,Liopropoma aberrans,120,Bonaire,deep,1,m,1.127104229,1.127104229,Liopropoma aberrans,0.01,0.015852041,3.04,0.117346939,12.7662963,NA,9.574722222,10.82898311
956,Liopropoma aberrans,120,Curacao,deep,7,m,1.127104229,7.889729603,Liopropoma aberrans,0.01,0.015852041,3.04,0.117346939,12.7662963,NA,9.574722222,75.80288178
957,Liopropoma aberrans,120,Roatan,shallow,2,m,2.170731707,4.341463414,Liopropoma aberrans,0.01,0.015852041,3.04,0.117346939,12.7662963,NA,9.574722222,41.71187791
958,Liopropoma aberrans,130,Curacao,deep,4,m,1.303308391,5.213233564,Liopropoma aberrans,0.01,0.015852041,3.04,0.117346939,12.7662963,NA,9.574722222,50.08766427
959,Liopropoma aberrans,130,Roatan,shallow,2,m,2.542857143,5.085714286,Liopropoma aberrans,0.01,0.015852041,3.04,0.117346939,12.7662963,NA,9.574722222,48.86248556
960,Liopropoma aberrans,140,Curacao,deep,4,m,1.365335946,5.461343784,Liopropoma aberrans,0.01,0.015852041,3.04,0.117346939,12.7662963,NA,9.574722222,52.47145568
961,Liopropoma aberrans,140,Roatan,shallow,2,m,1.893617021,3.787234042,Liopropoma aberrans,0.01,0.015852041,3.04,0.117346939,12.7662963,NA,9.574722222,36.38695732
962,Liopropoma aberrans,150,Curacao,deep,8,m,1.188927353,9.511418824,Liopropoma aberrans,0.01,0.015852041,3.04,0.117346939,12.7662963,NA,9.574722222,91.38373467
963,Liopropoma aberrans,150,Roatan,shallow,11,m,2.022727273,22.25,Liopropoma aberrans,0.01,0.015852041,3.04,0.117346939,12.7662963,NA,9.574722222,213.7733743
964,Liopropoma aberrans,160,Bonaire,deep,1,m,1.212877394,1.212877394,Liopropoma aberrans,0.01,0.015852041,3.04,0.117346939,12.7662963,NA,9.574722222,11.65307385
965,Liopropoma aberrans,160,Curacao,deep,1,m,1.212877394,1.212877394,Liopropoma aberrans,0.01,0.015852041,3.04,0.117346939,12.7662963,NA,9.574722222,11.65307385
966,Liopropoma aberrans,160,Roatan,shallow,1,m,1.618181818,1.618181818,Liopropoma aberrans,0.01,0.015852041,3.04,0.117346939,12.7662963,NA,9.574722222,15.54715449
967,Liopropoma aberrans,170,Curacao,deep,4,m,1.172632844,4.690531376,Liopropoma aberrans,0.01,0.015852041,3.04,0.117346939,12.7662963,NA,9.574722222,45.06565032
968,Liopropoma aberrans,170,Roatan,shallow,4,m,1.022988506,4.091954024,Liopropoma aberrans,0.01,0.015852041,3.04,0.117346939,12.7662963,NA,9.574722222,39.31464356
969,Liopropoma aberrans,180,Roatan,shallow,1,m,2.870967742,2.870967742,Liopropoma aberrans,0.01,0.015852041,3.04,0.117346939,12.7662963,NA,9.574722222,27.5836612
970,Liopropoma aberrans,190,Roatan,shallow,1,m,1.934782609,1.934782609,Liopropoma aberrans,0.01,0.015852041,3.04,0.117346939,12.7662963,NA,9.574722222,18.58898907
971,Liopropoma aberrans,240,Curacao,deep,1,m,2.350351807,2.350351807,Liopropoma aberrans,0.01,0.015852041,3.04,0.117346939,12.7662963,NA,9.574722222,22.58169153
972,Liopropoma carmabi,70,Bonaire,deep,1,m,2.085070543,2.085070543,Liopropoma carmabi,0.01122,0.00677551,3.04,0.086734694,6,70,4.5,2.264016833
973,Liopropoma carmabi,70,St. Eustatius,deep,1,m,5.971062422,5.971062422,Liopropoma carmabi,0.01122,0.00677551,3.04,0.086734694,6,70,4.5,6.483514854
974,Liopropoma carmabi,80,Bonaire,deep,2,m,1.181725224,2.363450448,Liopropoma carmabi,0.01122,0.00677551,3.04,0.086734694,6,70,4.5,2.566288041
975,Liopropoma carmabi,160,St. Eustatius,deep,1,m,4.342754059,4.342754059,Liopropoma carmabi,0.01122,0.00677551,3.04,0.086734694,6,70,4.5,4.715460743
976,Liopropoma mowbrayi,40,Roatan,shallow,6,m,1.1125,6.675,Liopropoma mowbrayi,0.01122,0.00677551,3.04,0.086734694,9,60,6.75,24.86151537
977,Liopropoma mowbrayi,50,Curacao,deep,1,m,0.999995899,0.999995899,Liopropoma mowbrayi,0.01122,0.00677551,3.04,0.086734694,9,60,6.75,3.724556316
978,Liopropoma mowbrayi,50,Roatan,shallow,1,m,1.390625,1.390625,Liopropoma mowbrayi,0.01122,0.00677551,3.04,0.086734694,9,60,6.75,5.179482368
